"Step","GNN_cnv_soft_1 - test AP","GNN_cnv_soft_1 - test AP__MIN","GNN_cnv_soft_1 - test AP__MAX","GNN_cnv_soft_999 - test AP","GNN_cnv_soft_999 - test AP__MIN","GNN_cnv_soft_999 - test AP__MAX","GNN_cnv_soft_42 - test AP","GNN_cnv_soft_42 - test AP__MIN","GNN_cnv_soft_42 - test AP__MAX","GNN_expression_1 - test AP","GNN_expression_1 - test AP__MIN","GNN_expression_1 - test AP__MAX","GNN_expression_999 - test AP","GNN_expression_999 - test AP__MIN","GNN_expression_999 - test AP__MAX","GNN_expression_42 - test AP","GNN_expression_42 - test AP__MIN","GNN_expression_42 - test AP__MAX","GNN_cnv_1 - test AP","GNN_cnv_1 - test AP__MIN","GNN_cnv_1 - test AP__MAX","GNN_cnv_999 - test AP","GNN_cnv_999 - test AP__MIN","GNN_cnv_999 - test AP__MAX","GNN_cnv_42 - test AP","GNN_cnv_42 - test AP__MIN","GNN_cnv_42 - test AP__MAX"
"30","0.8830732942204029","0.8830732942204029","0.8830732942204029","0.8869174090827349","0.8869174090827349","0.8869174090827349","0.8736029120656988","0.8736029120656988","0.8736029120656988","0.8960925428408041","0.8960925428408041","0.8960925428408041","0.8928280818051196","0.8928280818051196","0.8928280818051196","0.8912500643868065","0.8912500643868065","0.8912500643868065","0.9093365023978612","0.9093365023978612","0.9093365023978612","0.888424935776602","0.888424935776602","0.888424935776602","0.9060432447765361","0.9060432447765361","0.9060432447765361"
