"Step","GNN_expression_cnv_soft_1 - test AP","GNN_expression_cnv_soft_1 - test AP__MIN","GNN_expression_cnv_soft_1 - test AP__MAX","GNN_expression_cnv_soft_999 - test AP","GNN_expression_cnv_soft_999 - test AP__MIN","GNN_expression_cnv_soft_999 - test AP__MAX","GNN_expression_cnv_soft_42 - test AP","GNN_expression_cnv_soft_42 - test AP__MIN","GNN_expression_cnv_soft_42 - test AP__MAX","GNN_cnv_soft_expression_1 - test AP","GNN_cnv_soft_expression_1 - test AP__MIN","GNN_cnv_soft_expression_1 - test AP__MAX","GNN_cnv_soft_expression_999 - test AP","GNN_cnv_soft_expression_999 - test AP__MIN","GNN_cnv_soft_expression_999 - test AP__MAX","GNN_cnv_soft_expression_42 - test AP","GNN_cnv_soft_expression_42 - test AP__MIN","GNN_cnv_soft_expression_42 - test AP__MAX","GNN_expression_rnd_1 - test AP","GNN_expression_rnd_1 - test AP__MIN","GNN_expression_rnd_1 - test AP__MAX","GNN_expression_rnd_999 - test AP","GNN_expression_rnd_999 - test AP__MIN","GNN_expression_rnd_999 - test AP__MAX","GNN_expression_rnd_42 - test AP","GNN_expression_rnd_42 - test AP__MIN","GNN_expression_rnd_42 - test AP__MAX","GNN_cnv_rnd_1 - test AP","GNN_cnv_rnd_1 - test AP__MIN","GNN_cnv_rnd_1 - test AP__MAX","GNN_cnv_rnd_999 - test AP","GNN_cnv_rnd_999 - test AP__MIN","GNN_cnv_rnd_999 - test AP__MAX","GNN_cnv_rnd_42 - test AP","GNN_cnv_rnd_42 - test AP__MIN","GNN_cnv_rnd_42 - test AP__MAX","GNN_expression_cnv_1 - test AP","GNN_expression_cnv_1 - test AP__MIN","GNN_expression_cnv_1 - test AP__MAX","GNN_expression_cnv_999 - test AP","GNN_expression_cnv_999 - test AP__MIN","GNN_expression_cnv_999 - test AP__MAX","GNN_expression_cnv_42 - test AP","GNN_expression_cnv_42 - test AP__MIN","GNN_expression_cnv_42 - test AP__MAX","GNN_cnv_expression_1 - test AP","GNN_cnv_expression_1 - test AP__MIN","GNN_cnv_expression_1 - test AP__MAX","GNN_cnv_expression_999 - test AP","GNN_cnv_expression_999 - test AP__MIN","GNN_cnv_expression_999 - test AP__MAX","GNN_cnv_expression_42 - test AP","GNN_cnv_expression_42 - test AP__MIN","GNN_cnv_expression_42 - test AP__MAX","GNN_cnv_full_1 - test AP","GNN_cnv_full_1 - test AP__MIN","GNN_cnv_full_1 - test AP__MAX","GNN_cnv_full_999 - test AP","GNN_cnv_full_999 - test AP__MIN","GNN_cnv_full_999 - test AP__MAX","GNN_cnv_full_42 - test AP","GNN_cnv_full_42 - test AP__MIN","GNN_cnv_full_42 - test AP__MAX","GNN_expression_full_1 - test AP","GNN_expression_full_1 - test AP__MIN","GNN_expression_full_1 - test AP__MAX","GNN_expression_full_999 - test AP","GNN_expression_full_999 - test AP__MIN","GNN_expression_full_999 - test AP__MAX","GNN_expression_full_42 - test AP","GNN_expression_full_42 - test AP__MIN","GNN_expression_full_42 - test AP__MAX","GNN_cnv_soft_rnd_1 - test AP","GNN_cnv_soft_rnd_1 - test AP__MIN","GNN_cnv_soft_rnd_1 - test AP__MAX","GNN_cnv_soft_rnd_999 - test AP","GNN_cnv_soft_rnd_999 - test AP__MIN","GNN_cnv_soft_rnd_999 - test AP__MAX","GNN_cnv_soft_rnd_42 - test AP","GNN_cnv_soft_rnd_42 - test AP__MIN","GNN_cnv_soft_rnd_42 - test AP__MAX","GNN_cnv_soft_99 - test AP","GNN_cnv_soft_99 - test AP__MIN","GNN_cnv_soft_99 - test AP__MAX","GNN_cnv_soft_42 - test AP","GNN_cnv_soft_42 - test AP__MIN","GNN_cnv_soft_42 - test AP__MAX","GNN_cnv_soft_1 - test AP","GNN_cnv_soft_1 - test AP__MIN","GNN_cnv_soft_1 - test AP__MAX","GNN_expression_99 - test AP","GNN_expression_99 - test AP__MIN","GNN_expression_99 - test AP__MAX","GNN_expression_42 - test AP","GNN_expression_42 - test AP__MIN","GNN_expression_42 - test AP__MAX","GNN_expression_1 - test AP","GNN_expression_1 - test AP__MIN","GNN_expression_1 - test AP__MAX","GNN_cnv_99 - test AP","GNN_cnv_99 - test AP__MIN","GNN_cnv_99 - test AP__MAX","GNN_cnv_42 - test AP","GNN_cnv_42 - test AP__MIN","GNN_cnv_42 - test AP__MAX","GNN_cnv_1 - test AP","GNN_cnv_1 - test AP__MIN","GNN_cnv_1 - test AP__MAX"
"30","0.9547755334373107","0.9547755334373107","0.9547755334373107","0.9481180439191317","0.9481180439191317","0.9481180439191317","0.9487156168165846","0.9487156168165846","0.9487156168165846","0.9539243860140306","0.9539243860140306","0.9539243860140306","0.9384474941187602","0.9384474941187602","0.9384474941187602","0.9474266046833528","0.9474266046833528","0.9474266046833528","0.9307835165909862","0.9307835165909862","0.9307835165909862","0.9229511313683848","0.9229511313683848","0.9229511313683848","0.9241673531974571","0.9241673531974571","0.9241673531974571","0.9140611394309693","0.9140611394309693","0.9140611394309693","0.9058141641343763","0.9058141641343763","0.9058141641343763","0.894869360483194","0.894869360483194","0.894869360483194","0.9478583126840414","0.9478583126840414","0.9478583126840414","0.9398163850349789","0.9398163850349789","0.9398163850349789","0.9433081067819797","0.9433081067819797","0.9433081067819797","0.949034066383749","0.949034066383749","0.949034066383749","0.9382470611906354","0.9382470611906354","0.9382470611906354","0.9480740454960288","0.9480740454960288","0.9480740454960288","0.9302896055252291","0.9302896055252291","0.9302896055252291","0.9218041275934652","0.9218041275934652","0.9218041275934652","0.9402520475486799","0.9402520475486799","0.9402520475486799","0.9343149141303682","0.9343149141303682","0.9343149141303682","0.9197546246232148","0.9197546246232148","0.9197546246232148","0.9404284984679151","0.9404284984679151","0.9404284984679151","0.9107893477367268","0.9107893477367268","0.9107893477367268","0.9147415616761666","0.9147415616761666","0.9147415616761666","0.9155358432775936","0.9155358432775936","0.9155358432775936","0.9505195388133582","0.9505195388133582","0.9505195388133582","0.940573105271151","0.940573105271151","0.940573105271151","0.946190956719239","0.946190956719239","0.946190956719239","0.9427964370621527","0.9427964370621527","0.9427964370621527","0.9427235579522151","0.9427235579522151","0.9427235579522151","0.9400637299240501","0.9400637299240501","0.9400637299240501","0.9509377057110174","0.9509377057110174","0.9509377057110174","0.9429234106808823","0.9429234106808823","0.9429234106808823","0.9469713175786652","0.9469713175786652","0.9469713175786652"
