"Step","GNN_expression_cnv_soft_1 - test AP","GNN_expression_cnv_soft_1 - test AP__MIN","GNN_expression_cnv_soft_1 - test AP__MAX","GNN_expression_cnv_soft_999 - test AP","GNN_expression_cnv_soft_999 - test AP__MIN","GNN_expression_cnv_soft_999 - test AP__MAX","GNN_expression_cnv_soft_42 - test AP","GNN_expression_cnv_soft_42 - test AP__MIN","GNN_expression_cnv_soft_42 - test AP__MAX","GNN_cnv_soft_expression_1 - test AP","GNN_cnv_soft_expression_1 - test AP__MIN","GNN_cnv_soft_expression_1 - test AP__MAX","GNN_cnv_soft_expression_999 - test AP","GNN_cnv_soft_expression_999 - test AP__MIN","GNN_cnv_soft_expression_999 - test AP__MAX","GNN_cnv_soft_expression_42 - test AP","GNN_cnv_soft_expression_42 - test AP__MIN","GNN_cnv_soft_expression_42 - test AP__MAX","GNN_expression_rnd_1 - test AP","GNN_expression_rnd_1 - test AP__MIN","GNN_expression_rnd_1 - test AP__MAX","GNN_expression_rnd_999 - test AP","GNN_expression_rnd_999 - test AP__MIN","GNN_expression_rnd_999 - test AP__MAX","GNN_expression_rnd_42 - test AP","GNN_expression_rnd_42 - test AP__MIN","GNN_expression_rnd_42 - test AP__MAX","GNN_cnv_rnd_1 - test AP","GNN_cnv_rnd_1 - test AP__MIN","GNN_cnv_rnd_1 - test AP__MAX","GNN_cnv_rnd_999 - test AP","GNN_cnv_rnd_999 - test AP__MIN","GNN_cnv_rnd_999 - test AP__MAX","GNN_cnv_rnd_42 - test AP","GNN_cnv_rnd_42 - test AP__MIN","GNN_cnv_rnd_42 - test AP__MAX","GNN_expression_cnv_1 - test AP","GNN_expression_cnv_1 - test AP__MIN","GNN_expression_cnv_1 - test AP__MAX","GNN_expression_cnv_999 - test AP","GNN_expression_cnv_999 - test AP__MIN","GNN_expression_cnv_999 - test AP__MAX","GNN_expression_cnv_42 - test AP","GNN_expression_cnv_42 - test AP__MIN","GNN_expression_cnv_42 - test AP__MAX","GNN_cnv_expression_1 - test AP","GNN_cnv_expression_1 - test AP__MIN","GNN_cnv_expression_1 - test AP__MAX","GNN_cnv_expression_999 - test AP","GNN_cnv_expression_999 - test AP__MIN","GNN_cnv_expression_999 - test AP__MAX","GNN_cnv_expression_42 - test AP","GNN_cnv_expression_42 - test AP__MIN","GNN_cnv_expression_42 - test AP__MAX","GNN_cnv_soft_1 - test AP","GNN_cnv_soft_1 - test AP__MIN","GNN_cnv_soft_1 - test AP__MAX","GNN_cnv_soft_999 - test AP","GNN_cnv_soft_999 - test AP__MIN","GNN_cnv_soft_999 - test AP__MAX","GNN_cnv_soft_42 - test AP","GNN_cnv_soft_42 - test AP__MIN","GNN_cnv_soft_42 - test AP__MAX","GNN_cnv_full_1 - test AP","GNN_cnv_full_1 - test AP__MIN","GNN_cnv_full_1 - test AP__MAX","GNN_cnv_full_999 - test AP","GNN_cnv_full_999 - test AP__MIN","GNN_cnv_full_999 - test AP__MAX","GNN_cnv_full_42 - test AP","GNN_cnv_full_42 - test AP__MIN","GNN_cnv_full_42 - test AP__MAX","GNN_expression_full_1 - test AP","GNN_expression_full_1 - test AP__MIN","GNN_expression_full_1 - test AP__MAX","GNN_expression_full_999 - test AP","GNN_expression_full_999 - test AP__MIN","GNN_expression_full_999 - test AP__MAX","GNN_expression_full_42 - test AP","GNN_expression_full_42 - test AP__MIN","GNN_expression_full_42 - test AP__MAX","GNN_cnv_soft_rnd_1 - test AP","GNN_cnv_soft_rnd_1 - test AP__MIN","GNN_cnv_soft_rnd_1 - test AP__MAX","GNN_cnv_soft_rnd_999 - test AP","GNN_cnv_soft_rnd_999 - test AP__MIN","GNN_cnv_soft_rnd_999 - test AP__MAX","GNN_cnv_soft_rnd_42 - test AP","GNN_cnv_soft_rnd_42 - test AP__MIN","GNN_cnv_soft_rnd_42 - test AP__MAX","GNN_expression_99 - test AP","GNN_expression_99 - test AP__MIN","GNN_expression_99 - test AP__MAX","GNN_expression_42 - test AP","GNN_expression_42 - test AP__MIN","GNN_expression_42 - test AP__MAX","GNN_expression_1 - test AP","GNN_expression_1 - test AP__MIN","GNN_expression_1 - test AP__MAX","GNN_cnv_99 - test AP","GNN_cnv_99 - test AP__MIN","GNN_cnv_99 - test AP__MAX","GNN_cnv_42 - test AP","GNN_cnv_42 - test AP__MIN","GNN_cnv_42 - test AP__MAX","GNN_cnv_1 - test AP","GNN_cnv_1 - test AP__MIN","GNN_cnv_1 - test AP__MAX"
"30","0.9449164492078357","0.9449164492078357","0.9449164492078357","0.9376735109849393","0.9376735109849393","0.9376735109849393","0.9412461550139046","0.9412461550139046","0.9412461550139046","0.9414466918674742","0.9414466918674742","0.9414466918674742","0.9409056676692885","0.9409056676692885","0.9409056676692885","0.937835916050748","0.937835916050748","0.937835916050748","0.9212396292698419","0.9212396292698419","0.9212396292698419","0.9248968020282462","0.9248968020282462","0.9248968020282462","0.917639021401867","0.917639021401867","0.917639021401867","0.8835732640362847","0.8835732640362847","0.8835732640362847","0.8752159461367537","0.8752159461367537","0.8752159461367537","0.8875406057660035","0.8875406057660035","0.8875406057660035","0.9523531030735568","0.9523531030735568","0.9523531030735568","0.9325120905065578","0.9325120905065578","0.9325120905065578","0.9371319857351174","0.9371319857351174","0.9371319857351174","0.9489933065485144","0.9489933065485144","0.9489933065485144","0.9376249829201029","0.9376249829201029","0.9376249829201029","0.946827799733201","0.946827799733201","0.946827799733201","0.9465776654595754","0.9465776654595754","0.9465776654595754","0.9449424399136073","0.9449424399136073","0.9449424399136073","0.9477570916468182","0.9477570916468182","0.9477570916468182","0.9376273337112191","0.9376273337112191","0.9376273337112191","0.9004204191812253","0.9004204191812253","0.9004204191812253","0.9115363653326314","0.9115363653326314","0.9115363653326314","0.9321405640692222","0.9321405640692222","0.9321405640692222","0.8784973083971095","0.8784973083971095","0.8784973083971095","0.9024171678038325","0.9024171678038325","0.9024171678038325","0.9322727522206787","0.9322727522206787","0.9322727522206787","0.9230136547489409","0.9230136547489409","0.9230136547489409","0.9154496859097051","0.9154496859097051","0.9154496859097051","0.9335171418119703","0.9335171418119703","0.9335171418119703","0.9271839055921409","0.9271839055921409","0.9271839055921409","0.9356094365414498","0.9356094365414498","0.9356094365414498","0.953358148361314","0.953358148361314","0.953358148361314","0.9442360586490706","0.9442360586490706","0.9442360586490706","0.95298220993387","0.95298220993387","0.95298220993387"
