"Step","GNN_cnv_soft_1 - assay_ap","GNN_cnv_soft_1 - assay_ap__MIN","GNN_cnv_soft_1 - assay_ap__MAX","GNN_cnv_soft_999 - assay_ap","GNN_cnv_soft_999 - assay_ap__MIN","GNN_cnv_soft_999 - assay_ap__MAX","GNN_cnv_soft_42 - assay_ap","GNN_cnv_soft_42 - assay_ap__MIN","GNN_cnv_soft_42 - assay_ap__MAX","GNN_expression_1 - assay_ap","GNN_expression_1 - assay_ap__MIN","GNN_expression_1 - assay_ap__MAX","GNN_expression_999 - assay_ap","GNN_expression_999 - assay_ap__MIN","GNN_expression_999 - assay_ap__MAX","GNN_expression_42 - assay_ap","GNN_expression_42 - assay_ap__MIN","GNN_expression_42 - assay_ap__MAX","GNN_cnv_1 - assay_ap","GNN_cnv_1 - assay_ap__MIN","GNN_cnv_1 - assay_ap__MAX","GNN_cnv_999 - assay_ap","GNN_cnv_999 - assay_ap__MIN","GNN_cnv_999 - assay_ap__MAX","GNN_cnv_42 - assay_ap","GNN_cnv_42 - assay_ap__MIN","GNN_cnv_42 - assay_ap__MAX"
"10","0.41042211343083196","0.41042211343083196","0.41042211343083196","0.42323820706800935","0.42323820706800935","0.42323820706800935","0.41662340325822944","0.41662340325822944","0.41662340325822944","0.44371254476372407","0.44371254476372407","0.44371254476372407","0.41133428663791577","0.41133428663791577","0.41133428663791577","0.41983871016563157","0.41983871016563157","0.41983871016563157","0.42125299835004826","0.42125299835004826","0.42125299835004826","0.3813607057818896","0.3813607057818896","0.3813607057818896","0.44403402346394205","0.44403402346394205","0.44403402346394205"
"11","0.4244141405336419","0.4244141405336419","0.4244141405336419","0.4228765225489444","0.4228765225489444","0.4228765225489444","0.4373786494483084","0.4373786494483084","0.4373786494483084","0.42862894081123853","0.42862894081123853","0.42862894081123853","0.4212098429635646","0.4212098429635646","0.4212098429635646","0.44897551492406085","0.44897551492406085","0.44897551492406085","0.4223172239291927","0.4223172239291927","0.4223172239291927","0.4063637147556871","0.4063637147556871","0.4063637147556871","0.42268848214171945","0.42268848214171945","0.42268848214171945"
"12","0.3820258927533468","0.3820258927533468","0.3820258927533468","0.43276745817611306","0.43276745817611306","0.43276745817611306","0.41797468207325095","0.41797468207325095","0.41797468207325095","0.41052317474636585","0.41052317474636585","0.41052317474636585","0.4216823157528275","0.4216823157528275","0.4216823157528275","0.41127781230208854","0.41127781230208854","0.41127781230208854","0.42030148098988585","0.42030148098988585","0.42030148098988585","0.42481553964322444","0.42481553964322444","0.42481553964322444","0.4555926903342448","0.4555926903342448","0.4555926903342448"
"13","0.41407160434619494","0.41407160434619494","0.41407160434619494","0.4224129681290912","0.4224129681290912","0.4224129681290912","0.4211816252653714","0.4211816252653714","0.4211816252653714","0.4266345938044055","0.4266345938044055","0.4266345938044055","0.4149866763630537","0.4149866763630537","0.4149866763630537","0.42255657892164916","0.42255657892164916","0.42255657892164916","0.4170673510431043","0.4170673510431043","0.4170673510431043","0.4272917146071","0.4272917146071","0.4272917146071","0.40385056005338416","0.40385056005338416","0.40385056005338416"
"14","0.4387313478358644","0.4387313478358644","0.4387313478358644","0.41436404903523905","0.41436404903523905","0.41436404903523905","0.4391132130677223","0.4391132130677223","0.4391132130677223","0.4342226741305687","0.4342226741305687","0.4342226741305687","0.4324530927190506","0.4324530927190506","0.4324530927190506","0.43674515010529297","0.43674515010529297","0.43674515010529297","0.4088675549487983","0.4088675549487983","0.4088675549487983","0.4064785529405691","0.4064785529405691","0.4064785529405691","0.3930068991437098","0.3930068991437098","0.3930068991437098"
"15","0.3940645413468143","0.3940645413468143","0.3940645413468143","0.4463340765559506","0.4463340765559506","0.4463340765559506","0.41969020091116976","0.41969020091116976","0.41969020091116976","0.464494844952073","0.464494844952073","0.464494844952073","0.4384295686147321","0.4384295686147321","0.4384295686147321","0.4442217411271689","0.4442217411271689","0.4442217411271689","0.4328952472557421","0.4328952472557421","0.4328952472557421","0.41685690490522387","0.41685690490522387","0.41685690490522387","0.42573750264286797","0.42573750264286797","0.42573750264286797"
"16","0.39882459579131746","0.39882459579131746","0.39882459579131746","0.43165597036326164","0.43165597036326164","0.43165597036326164","0.4239626094963418","0.4239626094963418","0.4239626094963418","0.4069848966394546","0.4069848966394546","0.4069848966394546","0.4296083611969488","0.4296083611969488","0.4296083611969488","0.4290209922128785","0.4290209922128785","0.4290209922128785","0.41507589912070364","0.41507589912070364","0.41507589912070364","0.4134046453661446","0.4134046453661446","0.4134046453661446","0.42031192781504123","0.42031192781504123","0.42031192781504123"
"17","0.3696252864557667","0.3696252864557667","0.3696252864557667","0.4419697173655616","0.4419697173655616","0.4419697173655616","0.43108892489557527","0.43108892489557527","0.43108892489557527","0.4300180528424532","0.4300180528424532","0.4300180528424532","0.43752698530258327","0.43752698530258327","0.43752698530258327","0.4385379436132686","0.4385379436132686","0.4385379436132686","0.4278115795123623","0.4278115795123623","0.4278115795123623","0.42257175497729943","0.42257175497729943","0.42257175497729943","0.4301822035624656","0.4301822035624656","0.4301822035624656"
"18","0.41692018271217013","0.41692018271217013","0.41692018271217013","0.406642845203339","0.406642845203339","0.406642845203339","0.45644208004996417","0.45644208004996417","0.45644208004996417","0.4675725299073433","0.4675725299073433","0.4675725299073433","0.42215627290245417","0.42215627290245417","0.42215627290245417","0.4411928925186567","0.4411928925186567","0.4411928925186567","0.4378215334816797","0.4378215334816797","0.4378215334816797","0.43130854465363455","0.43130854465363455","0.43130854465363455","0.44494468381459357","0.44494468381459357","0.44494468381459357"
"19","0.4360175288673722","0.4360175288673722","0.4360175288673722","0.4113065732435841","0.4113065732435841","0.4113065732435841","0.40944532733948363","0.40944532733948363","0.40944532733948363","0.43766860560209625","0.43766860560209625","0.43766860560209625","0.42845846619583133","0.42845846619583133","0.42845846619583133","0.45342982877665405","0.45342982877665405","0.45342982877665405","0.42422245633981204","0.42422245633981204","0.42422245633981204","0.42593221545056","0.42593221545056","0.42593221545056","0.4369075135797997","0.4369075135797997","0.4369075135797997"
"20","0.4379739925637966","0.4379739925637966","0.4379739925637966","0.4203463675734217","0.4203463675734217","0.4203463675734217","0.43253253598773916","0.43253253598773916","0.43253253598773916","0.4671621898876413","0.4671621898876413","0.4671621898876413","0.44209316447962604","0.44209316447962604","0.44209316447962604","0.4407807534417374","0.4407807534417374","0.4407807534417374","0.45602268785934524","0.45602268785934524","0.45602268785934524","0.43443751452313595","0.43443751452313595","0.43443751452313595","0.43993114486040225","0.43993114486040225","0.43993114486040225"
"21","0.41762120793638774","0.41762120793638774","0.41762120793638774","0.4204954124118298","0.4204954124118298","0.4204954124118298","0.43188771995517905","0.43188771995517905","0.43188771995517905","0.4499487712928721","0.4499487712928721","0.4499487712928721","0.44475460540497114","0.44475460540497114","0.44475460540497114","0.4259682784633496","0.4259682784633496","0.4259682784633496","0.42607355149864445","0.42607355149864445","0.42607355149864445","0.4372843467101676","0.4372843467101676","0.4372843467101676","0.4179082912889077","0.4179082912889077","0.4179082912889077"
"22","0.4189639413476066","0.4189639413476066","0.4189639413476066","0.4045567897298289","0.4045567897298289","0.4045567897298289","0.47206531104306576","0.47206531104306576","0.47206531104306576","0.43548455407618974","0.43548455407618974","0.43548455407618974","0.4356700731865678","0.4356700731865678","0.4356700731865678","0.4666989390350667","0.4666989390350667","0.4666989390350667","0.4347516875425453","0.4347516875425453","0.4347516875425453","0.40667590055298347","0.40667590055298347","0.40667590055298347","0.45755901452622444","0.45755901452622444","0.45755901452622444"
"23","0.47350098801015766","0.47350098801015766","0.47350098801015766","0.40943137546450015","0.40943137546450015","0.40943137546450015","0.401356989239572","0.401356989239572","0.401356989239572","0.4394033953725037","0.4394033953725037","0.4394033953725037","0.46831134248622613","0.46831134248622613","0.46831134248622613","0.45214934015837566","0.45214934015837566","0.45214934015837566","0.3811651380092762","0.3811651380092762","0.3811651380092762","0.4052621316550543","0.4052621316550543","0.4052621316550543","0.4175899448227473","0.4175899448227473","0.4175899448227473"
"24","0.4475310244654652","0.4475310244654652","0.4475310244654652","0.443192790360101","0.443192790360101","0.443192790360101","0.4592092245287827","0.4592092245287827","0.4592092245287827","0.46452892975824894","0.46452892975824894","0.46452892975824894","0.44337977846547005","0.44337977846547005","0.44337977846547005","0.45827294721578493","0.45827294721578493","0.45827294721578493","0.427076581459554","0.427076581459554","0.427076581459554","0.41040682679086393","0.41040682679086393","0.41040682679086393","0.41254527327767293","0.41254527327767293","0.41254527327767293"
"25","0.3957648960800594","0.3957648960800594","0.3957648960800594","0.4302511967141482","0.4302511967141482","0.4302511967141482","0.4314119788566208","0.4314119788566208","0.4314119788566208","0.4432905101465278","0.4432905101465278","0.4432905101465278","0.4434212462456223","0.4434212462456223","0.4434212462456223","0.446336235699845","0.446336235699845","0.446336235699845","0.45275085072490184","0.45275085072490184","0.45275085072490184","0.4291808602640367","0.4291808602640367","0.4291808602640367","0.4447926536608824","0.4447926536608824","0.4447926536608824"
"26","0.4342753805930989","0.4342753805930989","0.4342753805930989","0.43900004782423196","0.43900004782423196","0.43900004782423196","0.42772640279857765","0.42772640279857765","0.42772640279857765","0.47310889692254743","0.47310889692254743","0.47310889692254743","0.45050873099222505","0.45050873099222505","0.45050873099222505","0.42503785330047233","0.42503785330047233","0.42503785330047233","0.40901195252089617","0.40901195252089617","0.40901195252089617","0.4427661916872565","0.4427661916872565","0.4427661916872565","0.4224759635610235","0.4224759635610235","0.4224759635610235"
"27","0.4457919621392128","0.4457919621392128","0.4457919621392128","0.4562315258752678","0.4562315258752678","0.4562315258752678","0.4392662528207973","0.4392662528207973","0.4392662528207973","0.4530097133493102","0.4530097133493102","0.4530097133493102","0.4564543576757631","0.4564543576757631","0.4564543576757631","0.4455479602358112","0.4455479602358112","0.4455479602358112","0.4420187502345079","0.4420187502345079","0.4420187502345079","0.4447207037333894","0.4447207037333894","0.4447207037333894","0.42495082843841825","0.42495082843841825","0.42495082843841825"
"28","0.4328932446154791","0.4328932446154791","0.4328932446154791","0.4531889073683149","0.4531889073683149","0.4531889073683149","0.4466555868119231","0.4466555868119231","0.4466555868119231","0.4734517748978709","0.4734517748978709","0.4734517748978709","0.42990586530320296","0.42990586530320296","0.42990586530320296","0.47532129112978727","0.47532129112978727","0.47532129112978727","0.43069203909931747","0.43069203909931747","0.43069203909931747","0.41101738446226777","0.41101738446226777","0.41101738446226777","0.4557809909240206","0.4557809909240206","0.4557809909240206"
"29","0.400713454105855","0.400713454105855","0.400713454105855","0.4176386706951106","0.4176386706951106","0.4176386706951106","0.4754860892231431","0.4754860892231431","0.4754860892231431","0.4990646043647384","0.4990646043647384","0.4990646043647384","0.4560013431885679","0.4560013431885679","0.4560013431885679","0.4527001054367318","0.4527001054367318","0.4527001054367318","0.42815322981234516","0.42815322981234516","0.42815322981234516","0.43021290162711945","0.43021290162711945","0.43021290162711945","0.42412527146683443","0.42412527146683443","0.42412527146683443"
