"Step","GNN_bp_1 - test AP","GNN_bp_1 - test AP__MIN","GNN_bp_1 - test AP__MAX","GNN_bp_999 - test AP","GNN_bp_999 - test AP__MIN","GNN_bp_999 - test AP__MAX","GNN_bp_42 - test AP","GNN_bp_42 - test AP__MIN","GNN_bp_42 - test AP__MAX","GNN_cgp_1 - test AP","GNN_cgp_1 - test AP__MIN","GNN_cgp_1 - test AP__MAX","GNN_cgp_999 - test AP","GNN_cgp_999 - test AP__MIN","GNN_cgp_999 - test AP__MAX","GNN_cgp_42 - test AP","GNN_cgp_42 - test AP__MIN","GNN_cgp_42 - test AP__MAX","GNN_go_1 - test AP","GNN_go_1 - test AP__MIN","GNN_go_1 - test AP__MAX","GNN_go_999 - test AP","GNN_go_999 - test AP__MIN","GNN_go_999 - test AP__MAX","GNN_go_42 - test AP","GNN_go_42 - test AP__MIN","GNN_go_42 - test AP__MAX","GNN_cp_1 - test AP","GNN_cp_1 - test AP__MIN","GNN_cp_1 - test AP__MAX","GNN_cp_999 - test AP","GNN_cp_999 - test AP__MIN","GNN_cp_999 - test AP__MAX","GNN_cp_42 - test AP","GNN_cp_42 - test AP__MIN","GNN_cp_42 - test AP__MAX"
"30","0.9513218555625697","0.9513218555625697","0.9513218555625697","0.9430927862243698","0.9430927862243698","0.9430927862243698","0.9479798572414565","0.9479798572414565","0.9479798572414565","0.959104523136912","0.959104523136912","0.959104523136912","0.9548549913508085","0.9548549913508085","0.9548549913508085","0.9562515702518657","0.9562515702518657","0.9562515702518657","0.9514900859355498","0.9514900859355498","0.9514900859355498","0.9511457840481671","0.9511457840481671","0.9511457840481671","0.9568927317655925","0.9568927317655925","0.9568927317655925","0.9530846824085867","0.9530846824085867","0.9530846824085867","0.9512539069211849","0.9512539069211849","0.9512539069211849","0.9395585824041975","0.9395585824041975","0.9395585824041975"
