"Step","GNN_cnv_soft_1 - CKPT","GNN_cnv_soft_1 - CKPT__MIN","GNN_cnv_soft_1 - CKPT__MAX","GNN_cnv_soft_999 - CKPT","GNN_cnv_soft_999 - CKPT__MIN","GNN_cnv_soft_999 - CKPT__MAX","GNN_cnv_soft_42 - CKPT","GNN_cnv_soft_42 - CKPT__MIN","GNN_cnv_soft_42 - CKPT__MAX","GNN_expression_1 - CKPT","GNN_expression_1 - CKPT__MIN","GNN_expression_1 - CKPT__MAX","GNN_expression_999 - CKPT","GNN_expression_999 - CKPT__MIN","GNN_expression_999 - CKPT__MAX","GNN_expression_42 - CKPT","GNN_expression_42 - CKPT__MIN","GNN_expression_42 - CKPT__MAX","GNN_cnv_1 - CKPT","GNN_cnv_1 - CKPT__MIN","GNN_cnv_1 - CKPT__MAX","GNN_cnv_999 - CKPT","GNN_cnv_999 - CKPT__MIN","GNN_cnv_999 - CKPT__MAX","GNN_cnv_42 - CKPT","GNN_cnv_42 - CKPT__MIN","GNN_cnv_42 - CKPT__MAX"
"30","28","28","28","26","26","26","16","16","16","28","28","28","29","29","29","26","26","26","24","24","24","28","28","28","21","21","21"
