"Step","GNN_expression_cnv_1 - test AP","GNN_expression_cnv_1 - test AP__MIN","GNN_expression_cnv_1 - test AP__MAX","GNN_expression_cnv_999 - test AP","GNN_expression_cnv_999 - test AP__MIN","GNN_expression_cnv_999 - test AP__MAX","GNN_expression_cnv_42 - test AP","GNN_expression_cnv_42 - test AP__MIN","GNN_expression_cnv_42 - test AP__MAX","GNN_cnv_expression_1 - test AP","GNN_cnv_expression_1 - test AP__MIN","GNN_cnv_expression_1 - test AP__MAX","GNN_cnv_expression_999 - test AP","GNN_cnv_expression_999 - test AP__MIN","GNN_cnv_expression_999 - test AP__MAX","GNN_cnv_expression_42 - test AP","GNN_cnv_expression_42 - test AP__MIN","GNN_cnv_expression_42 - test AP__MAX","GNN_cnv_soft_1 - test AP","GNN_cnv_soft_1 - test AP__MIN","GNN_cnv_soft_1 - test AP__MAX","GNN_cnv_soft_999 - test AP","GNN_cnv_soft_999 - test AP__MIN","GNN_cnv_soft_999 - test AP__MAX","GNN_cnv_soft_42 - test AP","GNN_cnv_soft_42 - test AP__MIN","GNN_cnv_soft_42 - test AP__MAX","GNN_expression_1 - test AP","GNN_expression_1 - test AP__MIN","GNN_expression_1 - test AP__MAX","GNN_expression_999 - test AP","GNN_expression_999 - test AP__MIN","GNN_expression_999 - test AP__MAX","GNN_expression_42 - test AP","GNN_expression_42 - test AP__MIN","GNN_expression_42 - test AP__MAX","GNN_cnv_1 - test AP","GNN_cnv_1 - test AP__MIN","GNN_cnv_1 - test AP__MAX","GNN_cnv_999 - test AP","GNN_cnv_999 - test AP__MIN","GNN_cnv_999 - test AP__MAX","GNN_cnv_42 - test AP","GNN_cnv_42 - test AP__MIN","GNN_cnv_42 - test AP__MAX"
"30","0.9347192563057805","0.9347192563057805","0.9347192563057805","0.9292984485215595","0.9292984485215595","0.9292984485215595","0.929629405398657","0.929629405398657","0.929629405398657","0.9352246590113367","0.9352246590113367","0.9352246590113367","0.9305436438194322","0.9305436438194322","0.9305436438194322","0.9262925735638954","0.9262925735638954","0.9262925735638954","0.9348049020449654","0.9348049020449654","0.9348049020449654","0.9329890414839278","0.9329890414839278","0.9329890414839278","0.9482708660186631","0.9482708660186631","0.9482708660186631","0.924136509754891","0.924136509754891","0.924136509754891","0.9257153457417181","0.9257153457417181","0.9257153457417181","0.9192230978324835","0.9192230978324835","0.9192230978324835","0.9258906182654688","0.9258906182654688","0.9258906182654688","0.9271863260564079","0.9271863260564079","0.9271863260564079","0.9347102302441991","0.9347102302441991","0.9347102302441991"
