"Step","GNN_bp_1 - CKPT","GNN_bp_1 - CKPT__MIN","GNN_bp_1 - CKPT__MAX","GNN_bp_999 - CKPT","GNN_bp_999 - CKPT__MIN","GNN_bp_999 - CKPT__MAX","GNN_bp_42 - CKPT","GNN_bp_42 - CKPT__MIN","GNN_bp_42 - CKPT__MAX","GNN_cgp_1 - CKPT","GNN_cgp_1 - CKPT__MIN","GNN_cgp_1 - CKPT__MAX","GNN_cgp_999 - CKPT","GNN_cgp_999 - CKPT__MIN","GNN_cgp_999 - CKPT__MAX","GNN_cgp_42 - CKPT","GNN_cgp_42 - CKPT__MIN","GNN_cgp_42 - CKPT__MAX","GNN_go_1 - CKPT","GNN_go_1 - CKPT__MIN","GNN_go_1 - CKPT__MAX","GNN_go_999 - CKPT","GNN_go_999 - CKPT__MIN","GNN_go_999 - CKPT__MAX","GNN_go_42 - CKPT","GNN_go_42 - CKPT__MIN","GNN_go_42 - CKPT__MAX","GNN_cp_1 - CKPT","GNN_cp_1 - CKPT__MIN","GNN_cp_1 - CKPT__MAX","GNN_cp_999 - CKPT","GNN_cp_999 - CKPT__MIN","GNN_cp_999 - CKPT__MAX","GNN_cp_42 - CKPT","GNN_cp_42 - CKPT__MIN","GNN_cp_42 - CKPT__MAX"
"30","19","19","19","27","27","27","23","23","23","29","29","29","24","24","24","28","28","28","18","18","18","27","27","27","23","23","23","24","24","24","29","29","29","16","16","16"
