"Step","GNN_expression_cnv_soft_1 - assay_ap","GNN_expression_cnv_soft_1 - assay_ap__MIN","GNN_expression_cnv_soft_1 - assay_ap__MAX","GNN_expression_cnv_soft_999 - assay_ap","GNN_expression_cnv_soft_999 - assay_ap__MIN","GNN_expression_cnv_soft_999 - assay_ap__MAX","GNN_expression_cnv_soft_42 - assay_ap","GNN_expression_cnv_soft_42 - assay_ap__MIN","GNN_expression_cnv_soft_42 - assay_ap__MAX","GNN_cnv_soft_expression_1 - assay_ap","GNN_cnv_soft_expression_1 - assay_ap__MIN","GNN_cnv_soft_expression_1 - assay_ap__MAX","GNN_cnv_soft_expression_999 - assay_ap","GNN_cnv_soft_expression_999 - assay_ap__MIN","GNN_cnv_soft_expression_999 - assay_ap__MAX","GNN_cnv_soft_expression_42 - assay_ap","GNN_cnv_soft_expression_42 - assay_ap__MIN","GNN_cnv_soft_expression_42 - assay_ap__MAX","GNN_expression_rnd_1 - assay_ap","GNN_expression_rnd_1 - assay_ap__MIN","GNN_expression_rnd_1 - assay_ap__MAX","GNN_expression_rnd_999 - assay_ap","GNN_expression_rnd_999 - assay_ap__MIN","GNN_expression_rnd_999 - assay_ap__MAX","GNN_expression_rnd_42 - assay_ap","GNN_expression_rnd_42 - assay_ap__MIN","GNN_expression_rnd_42 - assay_ap__MAX","GNN_cnv_rnd_1 - assay_ap","GNN_cnv_rnd_1 - assay_ap__MIN","GNN_cnv_rnd_1 - assay_ap__MAX","GNN_cnv_rnd_999 - assay_ap","GNN_cnv_rnd_999 - assay_ap__MIN","GNN_cnv_rnd_999 - assay_ap__MAX","GNN_cnv_rnd_42 - assay_ap","GNN_cnv_rnd_42 - assay_ap__MIN","GNN_cnv_rnd_42 - assay_ap__MAX","GNN_expression_cnv_1 - assay_ap","GNN_expression_cnv_1 - assay_ap__MIN","GNN_expression_cnv_1 - assay_ap__MAX","GNN_expression_cnv_999 - assay_ap","GNN_expression_cnv_999 - assay_ap__MIN","GNN_expression_cnv_999 - assay_ap__MAX","GNN_expression_cnv_42 - assay_ap","GNN_expression_cnv_42 - assay_ap__MIN","GNN_expression_cnv_42 - assay_ap__MAX","GNN_cnv_expression_1 - assay_ap","GNN_cnv_expression_1 - assay_ap__MIN","GNN_cnv_expression_1 - assay_ap__MAX","GNN_cnv_expression_999 - assay_ap","GNN_cnv_expression_999 - assay_ap__MIN","GNN_cnv_expression_999 - assay_ap__MAX","GNN_cnv_expression_42 - assay_ap","GNN_cnv_expression_42 - assay_ap__MIN","GNN_cnv_expression_42 - assay_ap__MAX","GNN_cnv_soft_1 - assay_ap","GNN_cnv_soft_1 - assay_ap__MIN","GNN_cnv_soft_1 - assay_ap__MAX","GNN_cnv_soft_999 - assay_ap","GNN_cnv_soft_999 - assay_ap__MIN","GNN_cnv_soft_999 - assay_ap__MAX","GNN_cnv_soft_42 - assay_ap","GNN_cnv_soft_42 - assay_ap__MIN","GNN_cnv_soft_42 - assay_ap__MAX","GNN_cnv_full_1 - assay_ap","GNN_cnv_full_1 - assay_ap__MIN","GNN_cnv_full_1 - assay_ap__MAX","GNN_cnv_full_999 - assay_ap","GNN_cnv_full_999 - assay_ap__MIN","GNN_cnv_full_999 - assay_ap__MAX","GNN_cnv_full_42 - assay_ap","GNN_cnv_full_42 - assay_ap__MIN","GNN_cnv_full_42 - assay_ap__MAX","GNN_expression_full_1 - assay_ap","GNN_expression_full_1 - assay_ap__MIN","GNN_expression_full_1 - assay_ap__MAX","GNN_expression_full_999 - assay_ap","GNN_expression_full_999 - assay_ap__MIN","GNN_expression_full_999 - assay_ap__MAX","GNN_expression_full_42 - assay_ap","GNN_expression_full_42 - assay_ap__MIN","GNN_expression_full_42 - assay_ap__MAX","GNN_cnv_soft_rnd_1 - assay_ap","GNN_cnv_soft_rnd_1 - assay_ap__MIN","GNN_cnv_soft_rnd_1 - assay_ap__MAX","GNN_cnv_soft_rnd_999 - assay_ap","GNN_cnv_soft_rnd_999 - assay_ap__MIN","GNN_cnv_soft_rnd_999 - assay_ap__MAX","GNN_cnv_soft_rnd_42 - assay_ap","GNN_cnv_soft_rnd_42 - assay_ap__MIN","GNN_cnv_soft_rnd_42 - assay_ap__MAX","GNN_expression_99 - assay_ap","GNN_expression_99 - assay_ap__MIN","GNN_expression_99 - assay_ap__MAX","GNN_expression_42 - assay_ap","GNN_expression_42 - assay_ap__MIN","GNN_expression_42 - assay_ap__MAX","GNN_expression_1 - assay_ap","GNN_expression_1 - assay_ap__MIN","GNN_expression_1 - assay_ap__MAX","GNN_cnv_99 - assay_ap","GNN_cnv_99 - assay_ap__MIN","GNN_cnv_99 - assay_ap__MAX","GNN_cnv_42 - assay_ap","GNN_cnv_42 - assay_ap__MIN","GNN_cnv_42 - assay_ap__MAX","GNN_cnv_1 - assay_ap","GNN_cnv_1 - assay_ap__MIN","GNN_cnv_1 - assay_ap__MAX"
"10","0.5856159316871064","0.5856159316871064","0.5856159316871064","0.6048701268168546","0.6048701268168546","0.6048701268168546","0.6059920208761949","0.6059920208761949","0.6059920208761949","0.5893600823945352","0.5893600823945352","0.5893600823945352","0.6055767301549068","0.6055767301549068","0.6055767301549068","0.6348206970882263","0.6348206970882263","0.6348206970882263","0.4954832279729068","0.4954832279729068","0.4954832279729068","0.49303272221544864","0.49303272221544864","0.49303272221544864","0.49561462771700837","0.49561462771700837","0.49561462771700837","0.5198760694080512","0.5198760694080512","0.5198760694080512","0.5061578731985374","0.5061578731985374","0.5061578731985374","0.53169304565418","0.53169304565418","0.53169304565418","0.5615464221879054","0.5615464221879054","0.5615464221879054","0.5542457327940084","0.5542457327940084","0.5542457327940084","0.5901127665729625","0.5901127665729625","0.5901127665729625","0.5611941666804714","0.5611941666804714","0.5611941666804714","0.5601173771461601","0.5601173771461601","0.5601173771461601","0.5617455735181497","0.5617455735181497","0.5617455735181497","0.6313018040428436","0.6313018040428436","0.6313018040428436","0.6520483200098324","0.6520483200098324","0.6520483200098324","0.6335008835483387","0.6335008835483387","0.6335008835483387","0.47320281422234817","0.47320281422234817","0.47320281422234817","0.4596145661278548","0.4596145661278548","0.4596145661278548","0.4608256595788111","0.4608256595788111","0.4608256595788111","0.4286595082290118","0.4286595082290118","0.4286595082290118","0.44162875024047343","0.44162875024047343","0.44162875024047343","0.4358822021055266","0.4358822021055266","0.4358822021055266","0.49038633165190165","0.49038633165190165","0.49038633165190165","0.5066114460716253","0.5066114460716253","0.5066114460716253","0.4971455947219778","0.4971455947219778","0.4971455947219778","0.5406371746161968","0.5406371746161968","0.5406371746161968","0.5716576169778176","0.5716576169778176","0.5716576169778176","0.5253205575904228","0.5253205575904228","0.5253205575904228","0.6129026981943977","0.6129026981943977","0.6129026981943977","0.5847243800594861","0.5847243800594861","0.5847243800594861","0.633882271721692","0.633882271721692","0.633882271721692"
"11","0.6010782927327438","0.6010782927327438","0.6010782927327438","0.6275274664999962","0.6275274664999962","0.6275274664999962","0.5893694514775584","0.5893694514775584","0.5893694514775584","0.6034743685782064","0.6034743685782064","0.6034743685782064","0.6084587232961841","0.6084587232961841","0.6084587232961841","0.6060286427728344","0.6060286427728344","0.6060286427728344","0.5127249668384246","0.5127249668384246","0.5127249668384246","0.48579784257372033","0.48579784257372033","0.48579784257372033","0.5117707350867082","0.5117707350867082","0.5117707350867082","0.5045640542535778","0.5045640542535778","0.5045640542535778","0.520274774388131","0.520274774388131","0.520274774388131","0.5259430053086921","0.5259430053086921","0.5259430053086921","0.5720125067381682","0.5720125067381682","0.5720125067381682","0.5631987638304112","0.5631987638304112","0.5631987638304112","0.5773436696338801","0.5773436696338801","0.5773436696338801","0.6018118786530052","0.6018118786530052","0.6018118786530052","0.577614531229362","0.577614531229362","0.577614531229362","0.5493447624327469","0.5493447624327469","0.5493447624327469","0.6541890010255047","0.6541890010255047","0.6541890010255047","0.6490095651754313","0.6490095651754313","0.6490095651754313","0.658327123586703","0.658327123586703","0.658327123586703","0.46433882032225204","0.46433882032225204","0.46433882032225204","0.4714472613750265","0.4714472613750265","0.4714472613750265","0.4862871792311511","0.4862871792311511","0.4862871792311511","0.4250890666382616","0.4250890666382616","0.4250890666382616","0.40511432928584695","0.40511432928584695","0.40511432928584695","0.4122168855578283","0.4122168855578283","0.4122168855578283","0.48044218205124645","0.48044218205124645","0.48044218205124645","0.5088748443490276","0.5088748443490276","0.5088748443490276","0.5114728567365144","0.5114728567365144","0.5114728567365144","0.6012466802878552","0.6012466802878552","0.6012466802878552","0.5423550466623519","0.5423550466623519","0.5423550466623519","0.5542767083728467","0.5542767083728467","0.5542767083728467","0.6181891833737834","0.6181891833737834","0.6181891833737834","0.583615781709286","0.583615781709286","0.583615781709286","0.6570419957398359","0.6570419957398359","0.6570419957398359"
"12","0.6067990091135547","0.6067990091135547","0.6067990091135547","0.6276306223780257","0.6276306223780257","0.6276306223780257","0.6166335104622706","0.6166335104622706","0.6166335104622706","0.5862754823339114","0.5862754823339114","0.5862754823339114","0.6066151389205197","0.6066151389205197","0.6066151389205197","0.6367451690993058","0.6367451690993058","0.6367451690993058","0.49793841494884566","0.49793841494884566","0.49793841494884566","0.5297487402061325","0.5297487402061325","0.5297487402061325","0.5021615148323056","0.5021615148323056","0.5021615148323056","0.4950188100734782","0.4950188100734782","0.4950188100734782","0.5220623832930028","0.5220623832930028","0.5220623832930028","0.5109021060743795","0.5109021060743795","0.5109021060743795","0.5666645525330544","0.5666645525330544","0.5666645525330544","0.5757828138090492","0.5757828138090492","0.5757828138090492","0.581098498026644","0.581098498026644","0.581098498026644","0.5936800511607573","0.5936800511607573","0.5936800511607573","0.602469361259345","0.602469361259345","0.602469361259345","0.5588381858668138","0.5588381858668138","0.5588381858668138","0.659075111259924","0.659075111259924","0.659075111259924","0.6584551123390882","0.6584551123390882","0.6584551123390882","0.6691187957414584","0.6691187957414584","0.6691187957414584","0.4965322100242231","0.4965322100242231","0.4965322100242231","0.4791266501653807","0.4791266501653807","0.4791266501653807","0.48758953750487144","0.48758953750487144","0.48758953750487144","0.4543784858819419","0.4543784858819419","0.4543784858819419","0.44465988222430963","0.44465988222430963","0.44465988222430963","0.4316362793393841","0.4316362793393841","0.4316362793393841","0.5096123007603959","0.5096123007603959","0.5096123007603959","0.5179968698863697","0.5179968698863697","0.5179968698863697","0.5121625178185054","0.5121625178185054","0.5121625178185054","0.5894160032428415","0.5894160032428415","0.5894160032428415","0.5593981294345477","0.5593981294345477","0.5593981294345477","0.5468905149344612","0.5468905149344612","0.5468905149344612","0.6238812623029286","0.6238812623029286","0.6238812623029286","0.6074835111140862","0.6074835111140862","0.6074835111140862","0.6535335192585233","0.6535335192585233","0.6535335192585233"
"13","0.6069677179697553","0.6069677179697553","0.6069677179697553","0.6360088777489252","0.6360088777489252","0.6360088777489252","0.6293964156568684","0.6293964156568684","0.6293964156568684","0.6054837610793289","0.6054837610793289","0.6054837610793289","0.6219062943635358","0.6219062943635358","0.6219062943635358","0.6400030539646361","0.6400030539646361","0.6400030539646361","0.5170774687258494","0.5170774687258494","0.5170774687258494","0.5315032002675575","0.5315032002675575","0.5315032002675575","0.5162023037005372","0.5162023037005372","0.5162023037005372","0.49458107559928166","0.49458107559928166","0.49458107559928166","0.5051760092727298","0.5051760092727298","0.5051760092727298","0.5135226202408133","0.5135226202408133","0.5135226202408133","0.5961781485662725","0.5961781485662725","0.5961781485662725","0.5647600410296805","0.5647600410296805","0.5647600410296805","0.6154619455037886","0.6154619455037886","0.6154619455037886","0.5838432309348168","0.5838432309348168","0.5838432309348168","0.5705589345360909","0.5705589345360909","0.5705589345360909","0.5941024254140181","0.5941024254140181","0.5941024254140181","0.6568390631693432","0.6568390631693432","0.6568390631693432","0.6645353592925597","0.6645353592925597","0.6645353592925597","0.6813028848756936","0.6813028848756936","0.6813028848756936","0.4914249585374543","0.4914249585374543","0.4914249585374543","0.4534488436561826","0.4534488436561826","0.4534488436561826","0.5028531043443106","0.5028531043443106","0.5028531043443106","0.4789718843647787","0.4789718843647787","0.4789718843647787","0.47845649253104466","0.47845649253104466","0.47845649253104466","0.44262302172830364","0.44262302172830364","0.44262302172830364","0.5019316681758854","0.5019316681758854","0.5019316681758854","0.5209675651622404","0.5209675651622404","0.5209675651622404","0.5392028347703073","0.5392028347703073","0.5392028347703073","0.6030413032400747","0.6030413032400747","0.6030413032400747","0.5920790936442745","0.5920790936442745","0.5920790936442745","0.5654768059360652","0.5654768059360652","0.5654768059360652","0.6558480371428306","0.6558480371428306","0.6558480371428306","0.6262337875167389","0.6262337875167389","0.6262337875167389","0.6456471364279621","0.6456471364279621","0.6456471364279621"
"14","0.6361124314150568","0.6361124314150568","0.6361124314150568","0.6552266282323728","0.6552266282323728","0.6552266282323728","0.6311423441388272","0.6311423441388272","0.6311423441388272","0.6247203864048669","0.6247203864048669","0.6247203864048669","0.6361843407439816","0.6361843407439816","0.6361843407439816","0.6557502770744221","0.6557502770744221","0.6557502770744221","0.507061122198352","0.507061122198352","0.507061122198352","0.541990701656438","0.541990701656438","0.541990701656438","0.5230979416928033","0.5230979416928033","0.5230979416928033","0.4549093969022985","0.4549093969022985","0.4549093969022985","0.4883299070443984","0.4883299070443984","0.4883299070443984","0.4968351382652344","0.4968351382652344","0.4968351382652344","0.5846700091954139","0.5846700091954139","0.5846700091954139","0.5920519028499927","0.5920519028499927","0.5920519028499927","0.6256173248249727","0.6256173248249727","0.6256173248249727","0.5970474428790188","0.5970474428790188","0.5970474428790188","0.5797441344848735","0.5797441344848735","0.5797441344848735","0.6198052634957607","0.6198052634957607","0.6198052634957607","0.6599911352407357","0.6599911352407357","0.6599911352407357","0.6618751482612704","0.6618751482612704","0.6618751482612704","0.6594043342784861","0.6594043342784861","0.6594043342784861","0.5260639569926913","0.5260639569926913","0.5260639569926913","0.5123199309757684","0.5123199309757684","0.5123199309757684","0.4430274865700565","0.4430274865700565","0.4430274865700565","0.43078340708709734","0.43078340708709734","0.43078340708709734","0.45216843886333735","0.45216843886333735","0.45216843886333735","0.44938910944271465","0.44938910944271465","0.44938910944271465","0.5300611552991799","0.5300611552991799","0.5300611552991799","0.5301941241641736","0.5301941241641736","0.5301941241641736","0.5256257609498091","0.5256257609498091","0.5256257609498091","0.5994086750126982","0.5994086750126982","0.5994086750126982","0.5955966137453454","0.5955966137453454","0.5955966137453454","0.5768876290374796","0.5768876290374796","0.5768876290374796","0.6468572910896794","0.6468572910896794","0.6468572910896794","0.6117366450206937","0.6117366450206937","0.6117366450206937","0.6568994278707532","0.6568994278707532","0.6568994278707532"
"15","0.630635359820492","0.630635359820492","0.630635359820492","0.618838095328228","0.618838095328228","0.618838095328228","0.6449199188043739","0.6449199188043739","0.6449199188043739","0.6245110648042644","0.6245110648042644","0.6245110648042644","0.6464628968699938","0.6464628968699938","0.6464628968699938","0.6554682968015756","0.6554682968015756","0.6554682968015756","0.5343801345070114","0.5343801345070114","0.5343801345070114","0.5317338087107445","0.5317338087107445","0.5317338087107445","0.51653452521759","0.51653452521759","0.51653452521759","0.46929545216436086","0.46929545216436086","0.46929545216436086","0.5039640157676033","0.5039640157676033","0.5039640157676033","0.49460925219503","0.49460925219503","0.49460925219503","0.5973352681108249","0.5973352681108249","0.5973352681108249","0.6202740969491876","0.6202740969491876","0.6202740969491876","0.6120626159149494","0.6120626159149494","0.6120626159149494","0.6162001700899247","0.6162001700899247","0.6162001700899247","0.60718915657727","0.60718915657727","0.60718915657727","0.6298288099558169","0.6298288099558169","0.6298288099558169","0.6986859178101382","0.6986859178101382","0.6986859178101382","0.6667633799532067","0.6667633799532067","0.6667633799532067","0.6875446731201617","0.6875446731201617","0.6875446731201617","0.49978268146009186","0.49978268146009186","0.49978268146009186","0.49506367773148224","0.49506367773148224","0.49506367773148224","0.48808365313784363","0.48808365313784363","0.48808365313784363","0.4233640826433042","0.4233640826433042","0.4233640826433042","0.4589727412049724","0.4589727412049724","0.4589727412049724","0.4570525524161746","0.4570525524161746","0.4570525524161746","0.5457997341161904","0.5457997341161904","0.5457997341161904","0.512592836679746","0.512592836679746","0.512592836679746","0.5631932499970375","0.5631932499970375","0.5631932499970375","0.604637269676812","0.604637269676812","0.604637269676812","0.6094741754118238","0.6094741754118238","0.6094741754118238","0.5907333671975653","0.5907333671975653","0.5907333671975653","0.6449960240716199","0.6449960240716199","0.6449960240716199","0.6227778863458098","0.6227778863458098","0.6227778863458098","0.6675413518542547","0.6675413518542547","0.6675413518542547"
"16","0.6206079260510182","0.6206079260510182","0.6206079260510182","0.6254042756217054","0.6254042756217054","0.6254042756217054","0.6642644964906717","0.6642644964906717","0.6642644964906717","0.6627772552454585","0.6627772552454585","0.6627772552454585","0.6267700238394197","0.6267700238394197","0.6267700238394197","0.6711432005841441","0.6711432005841441","0.6711432005841441","0.5344328037152368","0.5344328037152368","0.5344328037152368","0.5210677931240661","0.5210677931240661","0.5210677931240661","0.5335549419863437","0.5335549419863437","0.5335549419863437","0.47232783390399435","0.47232783390399435","0.47232783390399435","0.4902430455775494","0.4902430455775494","0.4902430455775494","0.4849810317024416","0.4849810317024416","0.4849810317024416","0.6146015865974724","0.6146015865974724","0.6146015865974724","0.6112027190181543","0.6112027190181543","0.6112027190181543","0.6302861141433588","0.6302861141433588","0.6302861141433588","0.6051994242697918","0.6051994242697918","0.6051994242697918","0.5790045334921834","0.5790045334921834","0.5790045334921834","0.6086505190423696","0.6086505190423696","0.6086505190423696","0.6778816280154258","0.6778816280154258","0.6778816280154258","0.6871546053990032","0.6871546053990032","0.6871546053990032","0.6792397809628852","0.6792397809628852","0.6792397809628852","0.5010457984036395","0.5010457984036395","0.5010457984036395","0.5320884336784755","0.5320884336784755","0.5320884336784755","0.5259329162656822","0.5259329162656822","0.5259329162656822","0.4028109840199527","0.4028109840199527","0.4028109840199527","0.48739503954999636","0.48739503954999636","0.48739503954999636","0.46398263785953453","0.46398263785953453","0.46398263785953453","0.5386971204810944","0.5386971204810944","0.5386971204810944","0.5485973910748566","0.5485973910748566","0.5485973910748566","0.5279939702511963","0.5279939702511963","0.5279939702511963","0.6092127395649802","0.6092127395649802","0.6092127395649802","0.5921341941314907","0.5921341941314907","0.5921341941314907","0.597953843019779","0.597953843019779","0.597953843019779","0.6762655126567554","0.6762655126567554","0.6762655126567554","0.6195742108918859","0.6195742108918859","0.6195742108918859","0.6823322477467174","0.6823322477467174","0.6823322477467174"
"17","0.6578725640115468","0.6578725640115468","0.6578725640115468","0.6606368717916967","0.6606368717916967","0.6606368717916967","0.6407649977200974","0.6407649977200974","0.6407649977200974","0.6546922433946749","0.6546922433946749","0.6546922433946749","0.6492598539258027","0.6492598539258027","0.6492598539258027","0.6556160131798441","0.6556160131798441","0.6556160131798441","0.5298995435819058","0.5298995435819058","0.5298995435819058","0.5490583647794164","0.5490583647794164","0.5490583647794164","0.5185888090400737","0.5185888090400737","0.5185888090400737","0.46003885660576893","0.46003885660576893","0.46003885660576893","0.48651210060753625","0.48651210060753625","0.48651210060753625","0.49617529236284863","0.49617529236284863","0.49617529236284863","0.5962569033154507","0.5962569033154507","0.5962569033154507","0.6190358182640916","0.6190358182640916","0.6190358182640916","0.6098101408780814","0.6098101408780814","0.6098101408780814","0.6118299453718198","0.6118299453718198","0.6118299453718198","0.6059132677393007","0.6059132677393007","0.6059132677393007","0.628259071360145","0.628259071360145","0.628259071360145","0.6870722591586086","0.6870722591586086","0.6870722591586086","0.696592325554855","0.696592325554855","0.696592325554855","0.6943615424766125","0.6943615424766125","0.6943615424766125","0.5197165835676051","0.5197165835676051","0.5197165835676051","0.45626783663807957","0.45626783663807957","0.45626783663807957","0.49877352348659626","0.49877352348659626","0.49877352348659626","0.4318569932855908","0.4318569932855908","0.4318569932855908","0.4572473519395749","0.4572473519395749","0.4572473519395749","0.47247331550901284","0.47247331550901284","0.47247331550901284","0.5148298169558778","0.5148298169558778","0.5148298169558778","0.5732885061546145","0.5732885061546145","0.5732885061546145","0.5497437126191439","0.5497437126191439","0.5497437126191439","0.6285997046107739","0.6285997046107739","0.6285997046107739","0.6136992964530199","0.6136992964530199","0.6136992964530199","0.598350093432663","0.598350093432663","0.598350093432663","0.660695435876534","0.660695435876534","0.660695435876534","0.6509379055793169","0.6509379055793169","0.6509379055793169","0.6894965782354531","0.6894965782354531","0.6894965782354531"
"18","0.6472418805225886","0.6472418805225886","0.6472418805225886","0.6591254570703926","0.6591254570703926","0.6591254570703926","0.646170697874657","0.646170697874657","0.646170697874657","0.6758864779477758","0.6758864779477758","0.6758864779477758","0.6395185061890747","0.6395185061890747","0.6395185061890747","0.6558558341154166","0.6558558341154166","0.6558558341154166","0.5373486547335842","0.5373486547335842","0.5373486547335842","0.5477297520394433","0.5477297520394433","0.5477297520394433","0.530087538489104","0.530087538489104","0.530087538489104","0.44872486689521407","0.44872486689521407","0.44872486689521407","0.47638676114090434","0.47638676114090434","0.47638676114090434","0.47606415439136757","0.47606415439136757","0.47606415439136757","0.6127208056028337","0.6127208056028337","0.6127208056028337","0.6122202709766161","0.6122202709766161","0.6122202709766161","0.6236243328948884","0.6236243328948884","0.6236243328948884","0.5977257446216218","0.5977257446216218","0.5977257446216218","0.6350416734730958","0.6350416734730958","0.6350416734730958","0.6367312154072944","0.6367312154072944","0.6367312154072944","0.6862478498020737","0.6862478498020737","0.6862478498020737","0.6782555341962149","0.6782555341962149","0.6782555341962149","0.69338192425341","0.69338192425341","0.69338192425341","0.5223704568499796","0.5223704568499796","0.5223704568499796","0.5087892411218641","0.5087892411218641","0.5087892411218641","0.524492705320816","0.524492705320816","0.524492705320816","0.47431127937603745","0.47431127937603745","0.47431127937603745","0.4544582167628838","0.4544582167628838","0.4544582167628838","0.4744396451375214","0.4744396451375214","0.4744396451375214","0.5412097570818876","0.5412097570818876","0.5412097570818876","0.5729277645296097","0.5729277645296097","0.5729277645296097","0.5453004027112026","0.5453004027112026","0.5453004027112026","0.6264150348932285","0.6264150348932285","0.6264150348932285","0.6071566405698563","0.6071566405698563","0.6071566405698563","0.6211610595327077","0.6211610595327077","0.6211610595327077","0.6701450594224242","0.6701450594224242","0.6701450594224242","0.626188584906355","0.626188584906355","0.626188584906355","0.6915599344875492","0.6915599344875492","0.6915599344875492"
"19","0.6871718964411216","0.6871718964411216","0.6871718964411216","0.6429735413630111","0.6429735413630111","0.6429735413630111","0.6623594557051444","0.6623594557051444","0.6623594557051444","0.6628799317773908","0.6628799317773908","0.6628799317773908","0.6453535297497289","0.6453535297497289","0.6453535297497289","0.6631050594811836","0.6631050594811836","0.6631050594811836","0.5568418795848269","0.5568418795848269","0.5568418795848269","0.570810010442339","0.570810010442339","0.570810010442339","0.5630578617296486","0.5630578617296486","0.5630578617296486","0.46208309418867877","0.46208309418867877","0.46208309418867877","0.48404515832446293","0.48404515832446293","0.48404515832446293","0.47554465234184984","0.47554465234184984","0.47554465234184984","0.6412212899773817","0.6412212899773817","0.6412212899773817","0.6242284645896685","0.6242284645896685","0.6242284645896685","0.6566036274387078","0.6566036274387078","0.6566036274387078","0.6371516531204937","0.6371516531204937","0.6371516531204937","0.6256525863482697","0.6256525863482697","0.6256525863482697","0.6278944372612099","0.6278944372612099","0.6278944372612099","0.6997770649514384","0.6997770649514384","0.6997770649514384","0.6941821407205208","0.6941821407205208","0.6941821407205208","0.691155648528615","0.691155648528615","0.691155648528615","0.540973337441893","0.540973337441893","0.540973337441893","0.5198813468326124","0.5198813468326124","0.5198813468326124","0.5198369893797863","0.5198369893797863","0.5198369893797863","0.4788941210410663","0.4788941210410663","0.4788941210410663","0.493847173432896","0.493847173432896","0.493847173432896","0.46391350324467684","0.46391350324467684","0.46391350324467684","0.5518699885351712","0.5518699885351712","0.5518699885351712","0.5577482060408657","0.5577482060408657","0.5577482060408657","0.5420798019666786","0.5420798019666786","0.5420798019666786","0.6522268144135387","0.6522268144135387","0.6522268144135387","0.6294251628347264","0.6294251628347264","0.6294251628347264","0.6110523925326912","0.6110523925326912","0.6110523925326912","0.6812842357949161","0.6812842357949161","0.6812842357949161","0.6586930971268893","0.6586930971268893","0.6586930971268893","0.7030461411089782","0.7030461411089782","0.7030461411089782"
"20","0.6396228215069352","0.6396228215069352","0.6396228215069352","0.6637132183647377","0.6637132183647377","0.6637132183647377","0.6697336246996084","0.6697336246996084","0.6697336246996084","0.6551054681976654","0.6551054681976654","0.6551054681976654","0.6434763106658228","0.6434763106658228","0.6434763106658228","0.675079871173776","0.675079871173776","0.675079871173776","0.5567579363849575","0.5567579363849575","0.5567579363849575","0.5647835750740704","0.5647835750740704","0.5647835750740704","0.5711837084519213","0.5711837084519213","0.5711837084519213","0.4669952757359327","0.4669952757359327","0.4669952757359327","0.4842424123795847","0.4842424123795847","0.4842424123795847","0.47257221180257236","0.47257221180257236","0.47257221180257236","0.6190923119565629","0.6190923119565629","0.6190923119565629","0.61630387629184","0.61630387629184","0.61630387629184","0.6344559760714288","0.6344559760714288","0.6344559760714288","0.620326217761146","0.620326217761146","0.620326217761146","0.6302016423518833","0.6302016423518833","0.6302016423518833","0.6262717248690872","0.6262717248690872","0.6262717248690872","0.696285605809046","0.696285605809046","0.696285605809046","0.6929253429047829","0.6929253429047829","0.6929253429047829","0.7083713274600599","0.7083713274600599","0.7083713274600599","0.5073979585664522","0.5073979585664522","0.5073979585664522","0.5358672531981988","0.5358672531981988","0.5358672531981988","0.5215100410258312","0.5215100410258312","0.5215100410258312","0.4671000558119642","0.4671000558119642","0.4671000558119642","0.47542099620532924","0.47542099620532924","0.47542099620532924","0.4869068596673174","0.4869068596673174","0.4869068596673174","0.5414752438792011","0.5414752438792011","0.5414752438792011","0.5711291776640195","0.5711291776640195","0.5711291776640195","0.5627512234696019","0.5627512234696019","0.5627512234696019","0.6343741184536267","0.6343741184536267","0.6343741184536267","0.6382655489578434","0.6382655489578434","0.6382655489578434","0.6380034573063338","0.6380034573063338","0.6380034573063338","0.691132438012964","0.691132438012964","0.691132438012964","0.6704519810281482","0.6704519810281482","0.6704519810281482","0.6994641309420753","0.6994641309420753","0.6994641309420753"
