"Step","GNN_expression_cnv_1 - CKPT","GNN_expression_cnv_1 - CKPT__MIN","GNN_expression_cnv_1 - CKPT__MAX","GNN_expression_cnv_999 - CKPT","GNN_expression_cnv_999 - CKPT__MIN","GNN_expression_cnv_999 - CKPT__MAX","GNN_expression_cnv_42 - CKPT","GNN_expression_cnv_42 - CKPT__MIN","GNN_expression_cnv_42 - CKPT__MAX","GNN_cnv_expression_1 - CKPT","GNN_cnv_expression_1 - CKPT__MIN","GNN_cnv_expression_1 - CKPT__MAX","GNN_cnv_expression_999 - CKPT","GNN_cnv_expression_999 - CKPT__MIN","GNN_cnv_expression_999 - CKPT__MAX","GNN_cnv_expression_42 - CKPT","GNN_cnv_expression_42 - CKPT__MIN","GNN_cnv_expression_42 - CKPT__MAX","GNN_cnv_soft_1 - CKPT","GNN_cnv_soft_1 - CKPT__MIN","GNN_cnv_soft_1 - CKPT__MAX","GNN_cnv_soft_999 - CKPT","GNN_cnv_soft_999 - CKPT__MIN","GNN_cnv_soft_999 - CKPT__MAX","GNN_cnv_soft_42 - CKPT","GNN_cnv_soft_42 - CKPT__MIN","GNN_cnv_soft_42 - CKPT__MAX","GNN_expression_1 - CKPT","GNN_expression_1 - CKPT__MIN","GNN_expression_1 - CKPT__MAX","GNN_expression_999 - CKPT","GNN_expression_999 - CKPT__MIN","GNN_expression_999 - CKPT__MAX","GNN_expression_42 - CKPT","GNN_expression_42 - CKPT__MIN","GNN_expression_42 - CKPT__MAX","GNN_cnv_1 - CKPT","GNN_cnv_1 - CKPT__MIN","GNN_cnv_1 - CKPT__MAX","GNN_cnv_999 - CKPT","GNN_cnv_999 - CKPT__MIN","GNN_cnv_999 - CKPT__MAX","GNN_cnv_42 - CKPT","GNN_cnv_42 - CKPT__MIN","GNN_cnv_42 - CKPT__MAX"
"30","26","26","26","29","29","29","28","28","28","25","25","25","28","28","28","26","26","26","23","23","23","27","27","27","26","26","26","26","26","26","26","26","26","24","24","24","25","25","25","27","27","27","29","29","29"
