"Step","GNN_bp_1 - CKPT","GNN_bp_1 - CKPT__MIN","GNN_bp_1 - CKPT__MAX","GNN_bp_999 - CKPT","GNN_bp_999 - CKPT__MIN","GNN_bp_999 - CKPT__MAX","GNN_bp_42 - CKPT","GNN_bp_42 - CKPT__MIN","GNN_bp_42 - CKPT__MAX","GNN_cp_1 - CKPT","GNN_cp_1 - CKPT__MIN","GNN_cp_1 - CKPT__MAX","GNN_cp_999 - CKPT","GNN_cp_999 - CKPT__MIN","GNN_cp_999 - CKPT__MAX","GNN_cp_42 - CKPT","GNN_cp_42 - CKPT__MIN","GNN_cp_42 - CKPT__MAX","GNN_go_1 - CKPT","GNN_go_1 - CKPT__MIN","GNN_go_1 - CKPT__MAX","GNN_go_999 - CKPT","GNN_go_999 - CKPT__MIN","GNN_go_999 - CKPT__MAX","GNN_go_42 - CKPT","GNN_go_42 - CKPT__MIN","GNN_go_42 - CKPT__MAX","GNN_cgp_1 - CKPT","GNN_cgp_1 - CKPT__MIN","GNN_cgp_1 - CKPT__MAX","GNN_cgp_999 - CKPT","GNN_cgp_999 - CKPT__MIN","GNN_cgp_999 - CKPT__MAX","GNN_cgp_42 - CKPT","GNN_cgp_42 - CKPT__MIN","GNN_cgp_42 - CKPT__MAX"
"30","27","27","27","18","18","18","20","20","20","21","21","21","24","24","24","25","25","25","25","25","25","27","27","27","25","25","25","19","19","19","28","28","28","28","28","28"
