"Step","GNN_bp_1 - test AP","GNN_bp_1 - test AP__MIN","GNN_bp_1 - test AP__MAX","GNN_bp_999 - test AP","GNN_bp_999 - test AP__MIN","GNN_bp_999 - test AP__MAX","GNN_bp_42 - test AP","GNN_bp_42 - test AP__MIN","GNN_bp_42 - test AP__MAX","GNN_cp_1 - test AP","GNN_cp_1 - test AP__MIN","GNN_cp_1 - test AP__MAX","GNN_cp_999 - test AP","GNN_cp_999 - test AP__MIN","GNN_cp_999 - test AP__MAX","GNN_cp_42 - test AP","GNN_cp_42 - test AP__MIN","GNN_cp_42 - test AP__MAX","GNN_go_1 - test AP","GNN_go_1 - test AP__MIN","GNN_go_1 - test AP__MAX","GNN_go_999 - test AP","GNN_go_999 - test AP__MIN","GNN_go_999 - test AP__MAX","GNN_go_42 - test AP","GNN_go_42 - test AP__MIN","GNN_go_42 - test AP__MAX","GNN_cgp_1 - test AP","GNN_cgp_1 - test AP__MIN","GNN_cgp_1 - test AP__MAX","GNN_cgp_999 - test AP","GNN_cgp_999 - test AP__MIN","GNN_cgp_999 - test AP__MAX","GNN_cgp_42 - test AP","GNN_cgp_42 - test AP__MIN","GNN_cgp_42 - test AP__MAX"
"30","0.9587867072443335","0.9587867072443335","0.9587867072443335","0.9442411575332811","0.9442411575332811","0.9442411575332811","0.9500651682191545","0.9500651682191545","0.9500651682191545","0.9619088209225846","0.9619088209225846","0.9619088209225846","0.947929485307762","0.947929485307762","0.947929485307762","0.9514751686651692","0.9514751686651692","0.9514751686651692","0.9573296009904314","0.9573296009904314","0.9573296009904314","0.9527879051558623","0.9527879051558623","0.9527879051558623","0.9521667670917693","0.9521667670917693","0.9521667670917693","0.9544196795980026","0.9544196795980026","0.9544196795980026","0.954359906640313","0.954359906640313","0.954359906640313","0.9601420452130958","0.9601420452130958","0.9601420452130958"
