"Step","GNN_expression_cnv_1 - gene_ap","GNN_expression_cnv_1 - gene_ap__MIN","GNN_expression_cnv_1 - gene_ap__MAX","GNN_expression_cnv_999 - gene_ap","GNN_expression_cnv_999 - gene_ap__MIN","GNN_expression_cnv_999 - gene_ap__MAX","GNN_expression_cnv_42 - gene_ap","GNN_expression_cnv_42 - gene_ap__MIN","GNN_expression_cnv_42 - gene_ap__MAX","GNN_cnv_expression_1 - gene_ap","GNN_cnv_expression_1 - gene_ap__MIN","GNN_cnv_expression_1 - gene_ap__MAX","GNN_cnv_expression_999 - gene_ap","GNN_cnv_expression_999 - gene_ap__MIN","GNN_cnv_expression_999 - gene_ap__MAX","GNN_cnv_expression_42 - gene_ap","GNN_cnv_expression_42 - gene_ap__MIN","GNN_cnv_expression_42 - gene_ap__MAX","GNN_cnv_soft_1 - gene_ap","GNN_cnv_soft_1 - gene_ap__MIN","GNN_cnv_soft_1 - gene_ap__MAX","GNN_cnv_soft_999 - gene_ap","GNN_cnv_soft_999 - gene_ap__MIN","GNN_cnv_soft_999 - gene_ap__MAX","GNN_cnv_soft_42 - gene_ap","GNN_cnv_soft_42 - gene_ap__MIN","GNN_cnv_soft_42 - gene_ap__MAX","GNN_expression_1 - gene_ap","GNN_expression_1 - gene_ap__MIN","GNN_expression_1 - gene_ap__MAX","GNN_expression_999 - gene_ap","GNN_expression_999 - gene_ap__MIN","GNN_expression_999 - gene_ap__MAX","GNN_expression_42 - gene_ap","GNN_expression_42 - gene_ap__MIN","GNN_expression_42 - gene_ap__MAX","GNN_cnv_1 - gene_ap","GNN_cnv_1 - gene_ap__MIN","GNN_cnv_1 - gene_ap__MAX","GNN_cnv_999 - gene_ap","GNN_cnv_999 - gene_ap__MIN","GNN_cnv_999 - gene_ap__MAX","GNN_cnv_42 - gene_ap","GNN_cnv_42 - gene_ap__MIN","GNN_cnv_42 - gene_ap__MAX"
"20","0.4565910804021099","0.4565910804021099","0.4565910804021099","0.4453772313561039","0.4453772313561039","0.4453772313561039","0.441114362780285","0.441114362780285","0.441114362780285","0.45119326033938895","0.45119326033938895","0.45119326033938895","0.4496520801885209","0.4496520801885209","0.4496520801885209","0.4507914494151368","0.4507914494151368","0.4507914494151368","0.4473995934902751","0.4473995934902751","0.4473995934902751","0.4360362633126672","0.4360362633126672","0.4360362633126672","0.45016988457432205","0.45016988457432205","0.45016988457432205","0.4480667928004286","0.4480667928004286","0.4480667928004286","0.44746027839742514","0.44746027839742514","0.44746027839742514","0.4488222074609157","0.4488222074609157","0.4488222074609157","0.4470420237308023","0.4470420237308023","0.4470420237308023","0.43884546695002036","0.43884546695002036","0.43884546695002036","0.451444860123084","0.451444860123084","0.451444860123084"
"21","0.4523292548540486","0.4523292548540486","0.4523292548540486","0.45052882413186823","0.45052882413186823","0.45052882413186823","0.4488385387039826","0.4488385387039826","0.4488385387039826","0.4558180786224914","0.4558180786224914","0.4558180786224914","0.44854697931219273","0.44854697931219273","0.44854697931219273","0.45248634641526203","0.45248634641526203","0.45248634641526203","0.4445486741723492","0.4445486741723492","0.4445486741723492","0.4472325091511381","0.4472325091511381","0.4472325091511381","0.4422257767758284","0.4422257767758284","0.4422257767758284","0.4589313895215199","0.4589313895215199","0.4589313895215199","0.44954892320713075","0.44954892320713075","0.44954892320713075","0.4651113107890272","0.4651113107890272","0.4651113107890272","0.44139852289187564","0.44139852289187564","0.44139852289187564","0.44836018572238373","0.44836018572238373","0.44836018572238373","0.44001338812520024","0.44001338812520024","0.44001338812520024"
"22","0.456365144611528","0.456365144611528","0.456365144611528","0.45649605495918877","0.45649605495918877","0.45649605495918877","0.4559589274974135","0.4559589274974135","0.4559589274974135","0.4517239220229255","0.4517239220229255","0.4517239220229255","0.4508479740215136","0.4508479740215136","0.4508479740215136","0.4447231697686068","0.4447231697686068","0.4447231697686068","0.4480225408007983","0.4480225408007983","0.4480225408007983","0.43873706011015356","0.43873706011015356","0.43873706011015356","0.44082175302454646","0.44082175302454646","0.44082175302454646","0.4493475741744609","0.4493475741744609","0.4493475741744609","0.45171251012211167","0.45171251012211167","0.45171251012211167","0.45590887560360865","0.45590887560360865","0.45590887560360865","0.44414914286717505","0.44414914286717505","0.44414914286717505","0.4479154981678054","0.4479154981678054","0.4479154981678054","0.45056128091577236","0.45056128091577236","0.45056128091577236"
"23","0.44618695575269","0.44618695575269","0.44618695575269","0.4526994060527144","0.4526994060527144","0.4526994060527144","0.45305038832686545","0.45305038832686545","0.45305038832686545","0.458573256776102","0.458573256776102","0.458573256776102","0.4526932009457531","0.4526932009457531","0.4526932009457531","0.45118555179278885","0.45118555179278885","0.45118555179278885","0.44336249602375855","0.44336249602375855","0.44336249602375855","0.44292599481061934","0.44292599481061934","0.44292599481061934","0.45246825609471625","0.45246825609471625","0.45246825609471625","0.4425719060953232","0.4425719060953232","0.4425719060953232","0.45264363933582025","0.45264363933582025","0.45264363933582025","0.4647240041169109","0.4647240041169109","0.4647240041169109","0.4437303397025268","0.4437303397025268","0.4437303397025268","0.4486599480116798","0.4486599480116798","0.4486599480116798","0.4489370981539305","0.4489370981539305","0.4489370981539305"
"24","0.4514132352458685","0.4514132352458685","0.4514132352458685","0.44633336131183227","0.44633336131183227","0.44633336131183227","0.4588749439640464","0.4588749439640464","0.4588749439640464","0.4432209254356772","0.4432209254356772","0.4432209254356772","0.45726486837271907","0.45726486837271907","0.45726486837271907","0.45370377378158216","0.45370377378158216","0.45370377378158216","0.4420540313469407","0.4420540313469407","0.4420540313469407","0.4433901738058576","0.4433901738058576","0.4433901738058576","0.45031002251073426","0.45031002251073426","0.45031002251073426","0.4480405968360197","0.4480405968360197","0.4480405968360197","0.4471553371958048","0.4471553371958048","0.4471553371958048","0.45804252397746653","0.45804252397746653","0.45804252397746653","0.4508275039927603","0.4508275039927603","0.4508275039927603","0.4489903118864846","0.4489903118864846","0.4489903118864846","0.4473040939173679","0.4473040939173679","0.4473040939173679"
"25","0.4560104164853802","0.4560104164853802","0.4560104164853802","0.4466628158323329","0.4466628158323329","0.4466628158323329","0.45211289805393456","0.45211289805393456","0.45211289805393456","0.45760019251580025","0.45760019251580025","0.45760019251580025","0.4536193909843203","0.4536193909843203","0.4536193909843203","0.4589037618470685","0.4589037618470685","0.4589037618470685","0.4474695551784454","0.4474695551784454","0.4474695551784454","0.44162780435192867","0.44162780435192867","0.44162780435192867","0.45839631152167565","0.45839631152167565","0.45839631152167565","0.4531841002636774","0.4531841002636774","0.4531841002636774","0.44858404155296816","0.44858404155296816","0.44858404155296816","0.45544433549839897","0.45544433549839897","0.45544433549839897","0.4484260670828911","0.4484260670828911","0.4484260670828911","0.44554815124504554","0.44554815124504554","0.44554815124504554","0.44757525391426145","0.44757525391426145","0.44757525391426145"
"26","0.45604309855106595","0.45604309855106595","0.45604309855106595","0.45039995037356095","0.45039995037356095","0.45039995037356095","0.45442821562350416","0.45442821562350416","0.45442821562350416","0.4459812870606007","0.4459812870606007","0.4459812870606007","0.4519009584136515","0.4519009584136515","0.4519009584136515","0.4523780377589436","0.4523780377589436","0.4523780377589436","0.44188176796915307","0.44188176796915307","0.44188176796915307","0.4436870612772527","0.4436870612772527","0.4436870612772527","0.45233233858324773","0.45233233858324773","0.45233233858324773","0.45090472026653167","0.45090472026653167","0.45090472026653167","0.45593887830512597","0.45593887830512597","0.45593887830512597","0.4638642676533921","0.4638642676533921","0.4638642676533921","0.44603318880770076","0.44603318880770076","0.44603318880770076","0.4441224696627258","0.4441224696627258","0.4441224696627258","0.45311265577934623","0.45311265577934623","0.45311265577934623"
"27","0.4520228423082001","0.4520228423082001","0.4520228423082001","0.4484621702351192","0.4484621702351192","0.4484621702351192","0.45774910151893833","0.45774910151893833","0.45774910151893833","0.44666882104186545","0.44666882104186545","0.44666882104186545","0.45568753565093534","0.45568753565093534","0.45568753565093534","0.46192644335674804","0.46192644335674804","0.46192644335674804","0.4503635018964799","0.4503635018964799","0.4503635018964799","0.447381613719054","0.447381613719054","0.447381613719054","0.45402731226411003","0.45402731226411003","0.45402731226411003","0.4419090148557817","0.4419090148557817","0.4419090148557817","0.45335232346654286","0.45335232346654286","0.45335232346654286","0.4550801851642883","0.4550801851642883","0.4550801851642883","0.44258832713454266","0.44258832713454266","0.44258832713454266","0.4503923819702421","0.4503923819702421","0.4503923819702421","0.44833588143028896","0.44833588143028896","0.44833588143028896"
"28","0.45775381172614543","0.45775381172614543","0.45775381172614543","0.4540066892060538","0.4540066892060538","0.4540066892060538","0.45656187194824704","0.45656187194824704","0.45656187194824704","0.45414157657162085","0.45414157657162085","0.45414157657162085","0.44798348368024177","0.44798348368024177","0.44798348368024177","0.4534476610972767","0.4534476610972767","0.4534476610972767","0.4483021978907706","0.4483021978907706","0.4483021978907706","0.44744895568049753","0.44744895568049753","0.44744895568049753","0.45097932650771316","0.45097932650771316","0.45097932650771316","0.4444029570163479","0.4444029570163479","0.4444029570163479","0.45321749152502144","0.45321749152502144","0.45321749152502144","0.4654087088244019","0.4654087088244019","0.4654087088244019","0.4506802368442281","0.4506802368442281","0.4506802368442281","0.4460024064682462","0.4460024064682462","0.4460024064682462","0.4534669203881434","0.4534669203881434","0.4534669203881434"
"29","0.4481367925539874","0.4481367925539874","0.4481367925539874","0.45428075995273","0.45428075995273","0.45428075995273","0.456064809350758","0.456064809350758","0.456064809350758","0.45416939349273894","0.45416939349273894","0.45416939349273894","0.45458930221684934","0.45458930221684934","0.45458930221684934","0.4619280924714786","0.4619280924714786","0.4619280924714786","0.44701674958887916","0.44701674958887916","0.44701674958887916","0.4490053129200466","0.4490053129200466","0.4490053129200466","0.4522311906266548","0.4522311906266548","0.4522311906266548","0.44916223274951456","0.44916223274951456","0.44916223274951456","0.4535448432973366","0.4535448432973366","0.4535448432973366","0.46042756593091116","0.46042756593091116","0.46042756593091116","0.45142577323551647","0.45142577323551647","0.45142577323551647","0.4542404805134423","0.4542404805134423","0.4542404805134423","0.449663815352081","0.449663815352081","0.449663815352081"
