"Step","DLP-LinEmb_expression_1 - val loss","DLP-LinEmb_expression_1 - val loss__MIN","DLP-LinEmb_expression_1 - val loss__MAX","DLP-LinEmb_expression_999 - val loss","DLP-LinEmb_expression_999 - val loss__MIN","DLP-LinEmb_expression_999 - val loss__MAX","DLP-LinEmb_expression_42 - val loss","DLP-LinEmb_expression_42 - val loss__MIN","DLP-LinEmb_expression_42 - val loss__MAX","DLP-Lin_expression_1 - val loss","DLP-Lin_expression_1 - val loss__MIN","DLP-Lin_expression_1 - val loss__MAX","DLP-Lin_expression_999 - val loss","DLP-Lin_expression_999 - val loss__MIN","DLP-Lin_expression_999 - val loss__MAX","DLP-Lin_expression_42 - val loss","DLP-Lin_expression_42 - val loss__MIN","DLP-Lin_expression_42 - val loss__MAX","DLP_expression_1 - val loss","DLP_expression_1 - val loss__MIN","DLP_expression_1 - val loss__MAX","DLP_expression_999 - val loss","DLP_expression_999 - val loss__MIN","DLP_expression_999 - val loss__MAX","DLP_expression_42 - val loss","DLP_expression_42 - val loss__MIN","DLP_expression_42 - val loss__MAX","DLP-LinEmb_cnv_soft_1 - val loss","DLP-LinEmb_cnv_soft_1 - val loss__MIN","DLP-LinEmb_cnv_soft_1 - val loss__MAX","DLP-LinEmb_cnv_soft_999 - val loss","DLP-LinEmb_cnv_soft_999 - val loss__MIN","DLP-LinEmb_cnv_soft_999 - val loss__MAX","DLP-LinEmb_cnv_soft_42 - val loss","DLP-LinEmb_cnv_soft_42 - val loss__MIN","DLP-LinEmb_cnv_soft_42 - val loss__MAX","DLP-Lin_cnv_soft_1 - val loss","DLP-Lin_cnv_soft_1 - val loss__MIN","DLP-Lin_cnv_soft_1 - val loss__MAX","DLP-Lin_cnv_soft_999 - val loss","DLP-Lin_cnv_soft_999 - val loss__MIN","DLP-Lin_cnv_soft_999 - val loss__MAX","DLP-Lin_cnv_soft_42 - val loss","DLP-Lin_cnv_soft_42 - val loss__MIN","DLP-Lin_cnv_soft_42 - val loss__MAX","DLP_cnv_soft_1 - val loss","DLP_cnv_soft_1 - val loss__MIN","DLP_cnv_soft_1 - val loss__MAX","DLP_cnv_soft_999 - val loss","DLP_cnv_soft_999 - val loss__MIN","DLP_cnv_soft_999 - val loss__MAX","DLP_cnv_soft_42 - val loss","DLP_cnv_soft_42 - val loss__MIN","DLP_cnv_soft_42 - val loss__MAX"
"0","0.42313310503959656","0.42313310503959656","0.42313310503959656","0.43169277906417847","0.43169277906417847","0.43169277906417847","0.416542649269104","0.416542649269104","0.416542649269104","0.5616543889045715","0.5616543889045715","0.5616543889045715","0.5625691413879395","0.5625691413879395","0.5625691413879395","0.5623869895935059","0.5623869895935059","0.5623869895935059","0.4066699743270874","0.4066699743270874","0.4066699743270874","0.4092292785644531","0.4092292785644531","0.4092292785644531","0.42441684007644653","0.42441684007644653","0.42441684007644653","0.39945369958877563","0.39945369958877563","0.39945369958877563","0.41176193952560425","0.41176193952560425","0.41176193952560425","0.3848690986633301","0.3848690986633301","0.3848690986633301","0.5623243451118469","0.5623243451118469","0.5623243451118469","0.5623359680175781","0.5623359680175781","0.5623359680175781","0.562981903553009","0.562981903553009","0.562981903553009","0.5224412083625793","0.5224412083625793","0.5224412083625793","0.4419555962085724","0.4419555962085724","0.4419555962085724","0.3856847584247589","0.3856847584247589","0.3856847584247589"
"1","0.5247001647949219","0.5247001647949219","0.5247001647949219","0.5289468765258789","0.5289468765258789","0.5289468765258789","0.4645427167415619","0.4645427167415619","0.4645427167415619","0.5624337792396545","0.5624337792396545","0.5624337792396545","0.5624960064888","0.5624960064888","0.5624960064888","0.5623800754547119","0.5623800754547119","0.5623800754547119","0.49141183495521545","0.49141183495521545","0.49141183495521545","0.5304970145225525","0.5304970145225525","0.5304970145225525","0.4960457682609558","0.4960457682609558","0.4960457682609558","0.4624209702014923","0.4624209702014923","0.4624209702014923","0.4728952646255493","0.4728952646255493","0.4728952646255493","0.4996429681777954","0.4996429681777954","0.4996429681777954","0.5628154277801514","0.5628154277801514","0.5628154277801514","0.5623362064361572","0.5623362064361572","0.5623362064361572","0.5625311732292175","0.5625311732292175","0.5625311732292175","0.5164849758148193","0.5164849758148193","0.5164849758148193","0.5123009085655212","0.5123009085655212","0.5123009085655212","0.4904485046863556","0.4904485046863556","0.4904485046863556"
"2","0.5153924822807312","0.5153924822807312","0.5153924822807312","0.5135543346405029","0.5135543346405029","0.5135543346405029","0.5089554786682129","0.5089554786682129","0.5089554786682129","0.5623981356620789","0.5623981356620789","0.5623981356620789","0.5626983642578125","0.5626983642578125","0.5626983642578125","0.5623455047607422","0.5623455047607422","0.5623455047607422","0.5142442584037781","0.5142442584037781","0.5142442584037781","0.5184159874916077","0.5184159874916077","0.5184159874916077","0.483193039894104","0.483193039894104","0.483193039894104","0.534056544303894","0.534056544303894","0.534056544303894","0.5222064852714539","0.5222064852714539","0.5222064852714539","0.5097141265869141","0.5097141265869141","0.5097141265869141","0.5623841881752014","0.5623841881752014","0.5623841881752014","0.5622929930686951","0.5622929930686951","0.5622929930686951","0.5624367594718933","0.5624367594718933","0.5624367594718933","0.5353968739509583","0.5353968739509583","0.5353968739509583","0.49114736914634705","0.49114736914634705","0.49114736914634705","0.3997892737388611","0.3997892737388611","0.3997892737388611"
"3","0.5333492755889893","0.5333492755889893","0.5333492755889893","0.5161939859390259","0.5161939859390259","0.5161939859390259","0.5130380392074585","0.5130380392074585","0.5130380392074585","0.5625227093696594","0.5625227093696594","0.5625227093696594","0.5623440742492676","0.5623440742492676","0.5623440742492676","0.5623445510864258","0.5623445510864258","0.5623445510864258","0.5221248865127563","0.5221248865127563","0.5221248865127563","0.5307369232177734","0.5307369232177734","0.5307369232177734","0.49357202649116516","0.49357202649116516","0.49357202649116516","0.49099794030189514","0.49099794030189514","0.49099794030189514","0.512488842010498","0.512488842010498","0.512488842010498","0.5045151114463806","0.5045151114463806","0.5045151114463806","0.5623631477355957","0.5623631477355957","0.5623631477355957","0.5623804926872253","0.5623804926872253","0.5623804926872253","0.5625171065330505","0.5625171065330505","0.5625171065330505","0.535204291343689","0.535204291343689","0.535204291343689","0.4935210645198822","0.4935210645198822","0.4935210645198822","0.3689725995063782","0.3689725995063782","0.3689725995063782"
"4","0.5031804442405701","0.5031804442405701","0.5031804442405701","0.5327526926994324","0.5327526926994324","0.5327526926994324","0.5404623746871948","0.5404623746871948","0.5404623746871948","0.5623469352722168","0.5623469352722168","0.5623469352722168","0.5624127388000488","0.5624127388000488","0.5624127388000488","0.5623695254325867","0.5623695254325867","0.5623695254325867","0.507565438747406","0.507565438747406","0.507565438747406","0.5161410570144653","0.5161410570144653","0.5161410570144653","0.5032662749290466","0.5032662749290466","0.5032662749290466","0.4922751188278198","0.4922751188278198","0.4922751188278198","0.5231982469558716","0.5231982469558716","0.5231982469558716","0.4995514154434204","0.4995514154434204","0.4995514154434204","0.5623350739479065","0.5623350739479065","0.5623350739479065","0.5628252625465393","0.5628252625465393","0.5628252625465393","0.5624284148216248","0.5624284148216248","0.5624284148216248","0.5384260416030884","0.5384260416030884","0.5384260416030884","0.4853655993938446","0.4853655993938446","0.4853655993938446","0.42425259947776794","0.42425259947776794","0.42425259947776794"
"5","0.5093228220939636","0.5093228220939636","0.5093228220939636","0.517512857913971","0.517512857913971","0.517512857913971","0.5185263156890869","0.5185263156890869","0.5185263156890869","0.5623508095741272","0.5623508095741272","0.5623508095741272","0.5627495646476746","0.5627495646476746","0.5627495646476746","0.5623536109924316","0.5623536109924316","0.5623536109924316","0.5128921866416931","0.5128921866416931","0.5128921866416931","0.5038166642189026","0.5038166642189026","0.5038166642189026","0.5038387775421143","0.5038387775421143","0.5038387775421143","0.4829893708229065","0.4829893708229065","0.4829893708229065","0.5380272269248962","0.5380272269248962","0.5380272269248962","0.515794038772583","0.515794038772583","0.515794038772583","0.562335729598999","0.562335729598999","0.562335729598999","0.56234210729599","0.56234210729599","0.56234210729599","0.5623747110366821","0.5623747110366821","0.5623747110366821","0.5342382788658142","0.5342382788658142","0.5342382788658142","0.48906242847442627","0.48906242847442627","0.48906242847442627","0.38166818022727966","0.38166818022727966","0.38166818022727966"
"6","0.5263538360595703","0.5263538360595703","0.5263538360595703","0.5343244075775146","0.5343244075775146","0.5343244075775146","0.5256438255310059","0.5256438255310059","0.5256438255310059","0.5623258352279663","0.5623258352279663","0.5623258352279663","0.5626205801963806","0.5626205801963806","0.5626205801963806","0.5623399019241333","0.5623399019241333","0.5623399019241333","0.5180501937866211","0.5180501937866211","0.5180501937866211","0.5130454301834106","0.5130454301834106","0.5130454301834106","0.49635666608810425","0.49635666608810425","0.49635666608810425","0.5074343681335449","0.5074343681335449","0.5074343681335449","0.511300265789032","0.511300265789032","0.511300265789032","0.5313801169395447","0.5313801169395447","0.5313801169395447","0.5624284148216248","0.5624284148216248","0.5624284148216248","0.5623431205749512","0.5623431205749512","0.5623431205749512","0.5624423027038574","0.5624423027038574","0.5624423027038574","0.5435332655906677","0.5435332655906677","0.5435332655906677","0.5406830906867981","0.5406830906867981","0.5406830906867981","0.37972167134284973","0.37972167134284973","0.37972167134284973"
"7","0.5579436421394348","0.5579436421394348","0.5579436421394348","0.5203542113304138","0.5203542113304138","0.5203542113304138","0.5104447603225708","0.5104447603225708","0.5104447603225708","0.5623549222946167","0.5623549222946167","0.5623549222946167","0.5626494288444519","0.5626494288444519","0.5626494288444519","0.5623899698257446","0.5623899698257446","0.5623899698257446","0.5170124769210815","0.5170124769210815","0.5170124769210815","0.511558473110199","0.511558473110199","0.511558473110199","0.48855045437812805","0.48855045437812805","0.48855045437812805","0.5086730122566223","0.5086730122566223","0.5086730122566223","0.5073362588882446","0.5073362588882446","0.5073362588882446","0.5165604948997498","0.5165604948997498","0.5165604948997498","0.5623351335525513","0.5623351335525513","0.5623351335525513","0.5623355507850647","0.5623355507850647","0.5623355507850647","0.5624445676803589","0.5624445676803589","0.5624445676803589","0.5413031578063965","0.5413031578063965","0.5413031578063965","0.5025122761726379","0.5025122761726379","0.5025122761726379","0.32066404819488525","0.32066404819488525","0.32066404819488525"
"8","0.5400582551956177","0.5400582551956177","0.5400582551956177","0.5247559547424316","0.5247559547424316","0.5247559547424316","0.5194815993309021","0.5194815993309021","0.5194815993309021","0.5623443722724915","0.5623443722724915","0.5623443722724915","0.5624414682388306","0.5624414682388306","0.5624414682388306","0.5623677968978882","0.5623677968978882","0.5623677968978882","0.5203989148139954","0.5203989148139954","0.5203989148139954","0.5160375237464905","0.5160375237464905","0.5160375237464905","0.49375784397125244","0.49375784397125244","0.49375784397125244","0.5063238739967346","0.5063238739967346","0.5063238739967346","0.5169362425804138","0.5169362425804138","0.5169362425804138","0.49175557494163513","0.49175557494163513","0.49175557494163513","0.5623512864112854","0.5623512864112854","0.5623512864112854","0.5623883605003357","0.5623883605003357","0.5623883605003357","0.5623956322669983","0.5623956322669983","0.5623956322669983","0.5361212491989136","0.5361212491989136","0.5361212491989136","0.5357067584991455","0.5357067584991455","0.5357067584991455","0.31952008605003357","0.31952008605003357","0.31952008605003357"
"9","0.533289909362793","0.533289909362793","0.533289909362793","0.5177795886993408","0.5177795886993408","0.5177795886993408","0.5178166627883911","0.5178166627883911","0.5178166627883911","0.5623669028282166","0.5623669028282166","0.5623669028282166","0.5630512833595276","0.5630512833595276","0.5630512833595276","0.5623789429664612","0.5623789429664612","0.5623789429664612","0.5121654868125916","0.5121654868125916","0.5121654868125916","0.541306734085083","0.541306734085083","0.541306734085083","0.5175328850746155","0.5175328850746155","0.5175328850746155","0.5070945620536804","0.5070945620536804","0.5070945620536804","0.5038935542106628","0.5038935542106628","0.5038935542106628","0.5273872017860413","0.5273872017860413","0.5273872017860413","0.5623390078544617","0.5623390078544617","0.5623390078544617","0.5623511075973511","0.5623511075973511","0.5623511075973511","0.5624350905418396","0.5624350905418396","0.5624350905418396","0.5461757183074951","0.5461757183074951","0.5461757183074951","0.5077774524688721","0.5077774524688721","0.5077774524688721","0.4332530200481415","0.4332530200481415","0.4332530200481415"
